num,word,pinyin,radical,stroke_count,wuxing,traditional,wubi
2224,梧,wú,木,11,木,梧,SGKG
2225,梢,"shāo,sào",木,11,木,梢,SIEG
2226,梅,méi,木,11,木,梅,STXU
2227,检,jiǎn,木,11,木,檢,SWGI
2228,梳,shū,木,11,木,梳,SYCQ
2229,梯,tī,木,11,木,梯,SUXT
2230,桶,tǒng,木,11,木,桶,SCEH
2231,梭,suō,木,11,木,梭,SCWT
2232,救,jiù,攵,11,木,救,FIYT
2233,曹,cáo,曰,11,金,曹,GMAJ
2234,副,fù,刂,11,金,副,GKLJ
2235,票,"piào,piāo",示,11,水,票,SFIU
2236,酝,yùn,酉,11,土,醖,SGFC
2237,酗,xù,酉,11,金,酗,SGQB
2238,厢,xiāng,厂,11,木,厢,DSHD
2239,戚,qī,戈,11,火,戚,DHIT
2240,硅,guī,石,11,土,硅,DFFG
2241,硕,"shuò,shí",石,11,土,碩,DDMY
2242,奢,shē,大,11,金,奢,DFTJ
2243,盔,kuī,皿,11,木,盔,DOLF
2244,爽,shuǎng,大,11,金,爽,DQQQ
2245,聋,lóng,龙,11,火,聾,DXBF
2246,袭,xí,龙,11,金,襲,DXYE
2247,盛,"shèng,chéng",皿,11,金,盛,DNNL
2248,匾,biǎn,匚,11,水,匾,AYNA
2249,雪,xuě,雨,11,水,雪,FVF
2250,辅,fǔ,车,11,水,輔,LGEY
2251,辆,liàng,车,11,火,輛,LGMW
2252,颅,lú,页,11,火,顱,HNDM
2253,虚,xū,虍,11,水,虚,HAOG
2254,彪,biāo,虎,11,水,彪,HAME
2255,雀,"què,qiǎo,qiāo",小,11,金,雀,IWYF
2256,堂,táng,土,11,土,堂,IPKF
2257,常,cháng,巾,11,金,常,IPKH
2258,眶,kuàng,目,11,木,眶,HAGG
2259,匙,"chí,shi",匕,11,金,匙,JGHX
2260,晨,chén,日,11,金,晨,JDFE
2261,睁,zhēng,目,11,金,睁,HQVH
2262,眯,"mī,mí",目,11,水,眯,HOY
2263,眼,yǎn,目,11,木,眼,HVEY
2264,悬,xuán,心,11,木,懸,EGCN
2265,野,yě,里,11,土,野,JFCB
2266,啪,pā,口,11,土,啪,KRRG
2267,啦,"lā,la",口,11,火,啦,KRUG
2268,曼,màn,曰,11,水,曼,JLCU
2269,晦,huì,日,11,水,晦,JTXU
2270,晚,wǎn,日,11,水,晚,JQKQ
2271,啄,zhuó,口,11,火,啄,KEYY
2272,啡,fēi,口,11,水,啡,KDJD
2273,距,jù,⻊,11,木,距,KHAN
2274,趾,zhǐ,⻊,11,金,趾,KHHG
2275,啃,kěn,口,11,木,啃,KHEG
2276,跃,yuè,⻊,11,土,躍,KHTD
2277,略,lüè,田,11,火,略,LTKG
2278,蚯,qiū,虫,11,木,蚯,JRGG
2279,蛀,zhù,虫,11,金,蛀,JYGG
2280,蛇,"shé,yí",虫,11,金,蛇,JPXN
2281,唬,"hǔ,xià",口,11,水,唬,KHAM
2282,累,"lèi,lěi,léi",糸,11,火,纍,LXI
2283,鄂,è,阝,11,木,鄂,KKFB
2284,唱,chàng,口,11,金,唱,KJJG
2285,患,huàn,心,11,水,患,KKHN
2286,啰,"luō,luó,luo",口,11,,囉,KLQY
2287,唾,tuò,口,11,火,唾,KTGF
2288,唯,wéi,口,11,土,唯,KWYG
2289,啤,pí,口,11,水,啤,KRTF
2290,啥,shá,口,11,金,啥,KWFK
2291,啸,xiào,口,11,木,嘯,KVIJ
2292,崖,yá,山,11,土,崖,MDFF
2293,崎,qí,山,11,土,崎,MDSK
2294,崭,"zhǎn,chán",山,11,土,嶄,MLRJ
2295,逻,luó,辶,11,火,邏,LQPI
2296,崔,cuī,山,11,木,崔,MWYF
2297,帷,wéi,巾,11,土,帷,MHWY
2298,崩,bēng,山,11,土,崩,MEEF
2299,崇,chóng,山,11,金,崇,MPFI
2300,崛,jué,山,11,土,崛,MNBM
2301,婴,yīng,女,11,土,嬰,MMVF
2302,圈,"quān,juàn,juān",囗,11,木,圈,LUDB
2303,铐,kào,钅,11,金,銬,QFTN
2304,铛,"chēng,dāng",钅,11,金,鐺,QIVG
2305,铝,lǚ,钅,11,,鋁,QKKG
2306,铜,tóng,钅,11,金,銅,QMGK
2307,铭,míng,钅,11,金,銘,QQKG
2308,铲,chǎn,钅,11,金,鏟,QUTT
2309,银,yín,钅,11,金,銀,QVEY
2310,矫,"jiǎo,jiáo",矢,11,木,矯,TDTJ
2311,甜,tián,舌,11,火,甜,TDAF
2312,秸,jiē,禾,11,木,秸,TFKG
2313,梨,lí,木,11,火,梨,TJSU
2314,犁,lí,牛,11,火,犁,TJRH
2315,秽,huì,禾,11,金,穢,TMQY
2316,移,yí,禾,11,土,移,TQQY
2317,笨,bèn,竹,11,木,笨,TSGF
2318,笼,"lóng,lǒng",竹,11,木,籠,TDXB
2319,笛,dí,竹,11,木,笛,TMF
2320,笙,shēng,竹,11,木,笙,TTGF
2321,符,fú,竹,11,木,符,TWFU
2322,第,dì,竹,11,木,第,TXHT
2323,敏,mǐn,攵,11,水,敏,TXGT
2324,做,zuò,亻,11,金,做,WDTY
2325,袋,dài,衣,11,火,袋,WAYE
2326,悠,yōu,心,11,土,悠,WHTN
2327,偿,cháng,亻,11,金,償,WIPC
2328,偶,ǒu,亻,11,木,偶,WJMY
2329,偎,wēi,亻,11,水,偎,WLGE
2330,偷,tōu,亻,11,金,偷,WWGJ
2331,您,nín,心,11,火,您,WQIN
2332,售,shòu,隹,11,金,售,WYKF
2333,停,tíng,亻,11,火,停,WYPS
2334,偏,piān,亻,11,水,偏,WYNA
2335,躯,qū,身,11,木,軀,TMDQ
2336,兜,dōu,儿,11,木,兜,QRNQ
2337,假,"jiǎ,jià",亻,11,木,假,WNHC
2338,衅,xìn,血,11,金,釁,TLUF
2339,徘,pái,彳,11,水,徘,TDJD
2340,徙,xǐ,彳,11,金,徙,THHY
2341,得,"dé,de,děi",彳,11,金,得,TJGF
2342,衔,xián,彳,11,金,銜,TQFH
2343,盘,pán,皿,11,水,盤,TELF
2344,舶,bó,舟,11,水,舶,TERG
2345,船,chuán,舟,11,金,船,TEMK
2346,舵,duò,舟,11,火,舵,TEPX
2347,斜,xié,斗,11,金,斜,WTUF
2348,盒,hé,人,11,水,盒,WGKL
2349,鸽,gē,鸟,11,木,鴿,WGKG
2350,敛,liǎn,攵,11,木,斂,WGIT
2351,悉,xī,心,11,金,悉,TONU
2352,欲,yù,欠,11,土,欲,WWKW
2353,彩,cǎi,彡,11,金,彩,ESET
2354,领,lǐng,页,11,火,領,WYCM
2355,脚,"jiǎo,jué",月,11,木,腳,EFCB
2356,脖,bó,月,11,水,脖,EFPB
2357,脯,"pú,fǔ",月,11,水,脯,EGEY
2358,豚,tún,豕,11,火,豚,EEY
2359,脸,liǎn,月,11,火,臉,EWGI
2360,脱,tuō,月,11,火,脱,EUKQ
2361,象,xiàng,⺈,11,金,象,QJEU
2362,够,gòu,夕,11,水,够,QKQQ
2363,逸,yì,辶,11,土,逸,QKQP
2364,猜,cāi,犭,11,金,猜,QTGE
2365,猪,zhū,犭,11,火,猪,QTFJ
2366,猎,liè,犭,11,水,獵,QTAJ
2367,猫,"māo,máo",犭,11,水,猫,QTAL
2368,凰,huáng,几,11,水,凰,MRGD
2369,猖,chāng,犭,11,金,猖,QTJJ
2370,猛,měng,犭,11,水,猛,QTBL
2371,祭,"jì,zhài",示,11,金,祭,WFIU
2372,馅,xiàn,饣,11,金,餡,QNQV
2373,馆,guǎn,饣,11,木,館,QNPN
2374,凑,còu,冫,11,火,凑,UDWD
2375,减,jiǎn,冫,11,木,减,UDGT
2376,毫,háo,亠,11,水,毫,YPTN
2377,烹,pēng,灬,11,水,烹,YBOU
2378,庶,shù,广,11,金,庶,YAOI
2379,麻,má,麻,11,水,麻,YSSI
2380,庵,ān,广,11,土,庵,YDJN
2381,痊,quán,疒,11,木,痊,UWGD
2382,痒,yǎng,疒,11,土,癢,UUDK
2383,痕,hén,疒,11,水,痕,UVEI
2384,廊,láng,广,11,火,廊,YYVB
2385,康,kāng,广,11,木,康,YVII
2386,庸,yōng,广,11,土,庸,YVEH
2387,鹿,lù,鹿,11,火,鹿,YNJX
2388,盗,dào,皿,11,火,盗,UQWL
2389,章,zhāng,立、音,11,火,章,UJJ
2390,竟,jìng,音,11,木,竟,UJQB
2391,商,shāng,亠,11,金,商,UMWK
2392,族,zú,方,11,金,族,YTTD
2393,旋,"xuán,xuàn",方,11,金,鏇,YTNH
2394,望,wàng,王,11,水,望,YNEG
2395,率,"lǜ,shuài",亠,11,金,率,YXIF
2396,阎,yán,门,11,木,閻,UQVD
2397,阐,chǎn,门,11,火,闡,UUJF
2398,着,"zhe,zhuó,zháo,zhāo",⺶,11,金,着,UDHF
2399,羚,líng,羊,11,火,羚,UDWC
2400,盖,"gài,gě,hé",⺷,11,木,蓋,UGLF
2401,眷,juàn,目,11,木,眷,UDHF
2402,粘,"nián,zhān",米,11,金,粘,OHKG
2403,粗,cū,米,11,金,粗,OEGG
2404,粒,lì,米,11,火,粒,OUG
2405,断,duàn,斤,11,火,斷,ONRH
2406,剪,jiǎn,刀,11,金,剪,UEJV
2407,兽,shòu,口,11,金,獸,ULGK
2408,焊,hàn,火,11,火,焊,OJFH
2409,焕,huàn,火,11,火,焕,OQMD
2410,清,qīng,氵,11,水,清,IGEG
2411,添,tiān,氵,11,水,添,IGDN
2412,鸿,hóng,氵,11,水,鴻,IAQG
2413,淋,"lín,lìn",氵,11,水,淋,ISSY
2414,涯,yá,氵,11,水,涯,IDFF
2415,淹,yān,氵,11,水,淹,IDJN
2416,渠,"qú,jù",木,11,水,渠,IANS
2417,渐,"jiàn,jiān",氵,11,水,漸,ILRH
2418,淑,shū,氵,11,水,淑,IHIC
2419,淌,"tǎng,chǎng",氵,11,水,淌,IIMK
2420,混,"hùn,hún",氵,11,水,混,IJXX
2421,淮,huái,氵,11,水,淮,IWYG
2422,淆,xiáo,氵,11,水,淆,IQDE
2423,渊,yuān,氵,11,水,淵,ITOH
2424,淫,yín,氵,11,水,淫,IETF
2425,渔,yú,氵,11,水,漁,IQGG
2426,淘,táo,氵,11,水,淘,IQRM
2427,淳,"chún,zhūn",氵,11,水,淳,IYBG
2428,液,yè,氵,11,水,液,IYWY
2429,淤,yū,氵,11,水,淤,IYWU
2430,淡,dàn,氵,11,水,淡,IOOY
2431,淀,diàn,氵,11,水,澱,IPGH
2432,深,shēn,氵,11,水,深,IPWS
2433,涮,shuàn,氵,11,水,涮,INMJ
2434,涵,hán,氵,11,水,涵,IBIB
2435,婆,pó,女,11,水,婆,IHCV
2436,梁,liáng,木,11,火,梁,IVWS
2437,渗,shèn,氵,11,水,滲,ICDE
2438,情,qíng,忄,11,金,情,NGEG
2439,惜,xī,忄,11,金,惜,NAJG
2440,惭,cán,忄,11,金,慚,NLRH
2441,悼,dào,忄,11,火,悼,NHJH
2442,惧,jù,忄,11,木,懼,NHWY
2443,惕,tì,忄,11,火,惕,NJQR
2444,惟,wéi,忄,11,土,惟,NWYG
2445,惊,jīng,忄,11,木,驚,NYIY
2446,惦,diàn,忄,11,火,惦,NYHK
2447,悴,cuì,忄,11,金,悴,NYWF
2448,惋,wǎn,忄,11,火,惋,NPQB
2449,惨,cǎn,忄,11,金,慘,NCDE
2450,惯,guàn,忄,11,土,慣,NXFM
2451,寇,kòu,宀,11,木,寇,PFQC
2452,寅,yín,宀,11,木,寅,PGMW
2453,寄,jì,宀,11,木,寄,PDSK
2454,寂,jì,宀,11,金,寂,PHIC
2455,宿,"sù,xiǔ,xiù",宀,11,金,宿,PWDJ
2456,窒,zhì,穴,11,火,窒,PWGF
2457,窑,yáo,穴,11,木,窑,PWRM
2458,密,mì,宀,11,水,密,PNTM
2459,谋,móu,讠,11,水,謀,YAFS
2460,谍,dié,讠,11,火,諜,YANS
2461,谎,huǎng,讠,11,木,謊,YAYQ
2462,谐,xié,讠,11,木,諧,YXXR
2463,袱,fú,衤,11,水,袱,PUWD
2464,祷,dǎo,礻,11,金,禱,PYDF
2465,祸,huò,礻,11,水,禍,PYKW
2466,谓,wèi,讠,11,土,謂,YLEG
2467,谚,yàn,讠,11,木,諺,YUTE
2468,谜,"mí,mèi",讠,11,水,謎,YOPY
2469,逮,"dǎi,dài",辶,11,火,逮,VIPI
2470,敢,gǎn,攵,11,木,敢,NBTY
2471,尉,"wèi,yù",寸,11,土,尉,NFIF
2472,屠,tú,尸,11,火,屠,NFTJ
2473,弹,"dàn,tán",弓,11,火,彈,XUJF
2474,隋,"suí,duò",阝,11,金,隋,BDAE
2475,堕,"duò,huī",土,11,土,墮,BDEF
2476,随,suí,阝,11,金,隨,BDEP
2477,蛋,dàn,疋,11,火,蛋,NHJU
2478,隅,yú,阝,11,土,隅,BJMY
2479,隆,"lóng,lōng",阝,11,火,隆,BTGG
2480,隐,"yǐn,yìn",阝,11,土,隱,BQVN
2481,婚,hūn,女,11,水,婚,VQAJ
2482,婶,shěn,女,11,金,嬸,VPJH
2483,婉,wǎn,女,11,土,婉,VPQB
2484,颇,pō,皮,11,水,頗,HCDM
2485,颈,"jǐng,gěng",页,11,木,頸,CADM
2486,绩,jì,纟,11,火,績,XGMY
2487,绪,xù,纟,11,金,緒,XFTJ
2488,续,xù,纟,11,金,續,XFND
2489,骑,qí,马,11,木,騎,CDSK
2490,绰,"chuò,chāo",纟,11,火,綽,XHJH
2491,绳,shéng,纟,11,金,繩,XKJN
2492,维,wéi,纟,11,土,維,XWYG
2493,绵,mián,纟,11,水,綿,XRMH
2494,绷,"bēng,běng,bèng",纟,11,水,綳,XEEG
2495,绸,chóu,纟,11,金,綢,XMFK
2496,综,"zōng,zèng",纟,11,金,綜,XPFI
2497,绽,zhàn,纟,11,火,綻,XPGH
2498,绿,"lǜ,lù",纟,11,火,緑,XVIY
2499,缀,zhuì,纟,11,火,綴,XCCC
2500,巢,cháo,巛,11,金,巢,VJSU
2501,琴,qín,王,12,木,琴,GGWN
2502,琳,lín,王,12,木,琳,GSSY
2503,琢,"zhuó,zuó",王,12,火,琢,GEYY
2504,琼,qióng,王,12,木,瓊,GYIY
2505,斑,bān,王,12,水,斑,GYGG
2506,替,tì,曰,12,金,替,FWFJ
2507,揍,zòu,扌,12,金,揍,RDWD
2508,款,kuǎn,欠,12,木,款,FFIW
2509,堪,kān,土,12,土,堪,FADN
2510,塔,tǎ,土,12,火,塔,FAWK
2511,搭,dā,扌,12,火,搭,RAWK
2512,堰,yàn,土,12,土,堰,FAJV
2513,揩,kāi,扌,12,木,揩,RXXR
2514,越,yuè,走,12,土,越,FHAT
2515,趁,chèn,走,12,木,趁,FHWE
2516,趋,"qū,cù",走,12,木,趨,FHQV
2517,超,chāo,走,12,金,超,FHVK
2518,揽,lǎn,扌,12,火,攬,RJTQ
2519,堤,dī,土,12,土,堤,FJGH
2520,提,"tí,dī,dǐ",扌,12,火,提,RJGH
2521,博,bó,十,12,水,博,FGEF
2522,揭,"jiē,qì",扌,12,木,揭,RJQN
2523,喜,xǐ,士,12,水,喜,FKUK
2524,彭,"péng,bāng",彡,12,水,彭,FKUE
2525,揣,"chuāi,chuǎi,chuài,tuán,zhuī",扌,12,金,揣,RMDJ
2526,插,chā,扌,12,金,插,RTFV
2527,揪,jiū,扌,12,木,揪,RTOY
2528,搜,sōu,扌,12,金,搜,RVHC
2529,煮,zhǔ,灬,12,水,煮,FTJO
2530,援,yuán,扌,12,土,援,REFC
2531,搀,chān,扌,12,金,攙,RQKU
2532,裁,cái,衣,12,金,裁,FAYE
2533,搁,"gē,gé",扌,12,木,擱,RUTK
2534,搓,cuō,扌,12,金,搓,RUDA
2535,搂,"lōu,lǒu",扌,12,火,摟,ROVG
2536,搅,jiǎo,扌,12,木,攪,RIPQ
2537,壹,yī,士,12,土,壹,FPGU
2538,握,wò,扌,12,土,握,RNGF
2539,搔,sāo,扌,12,金,搔,RCYJ
2540,揉,róu,扌,12,金,揉,RCBS
2541,斯,sī,斤,12,金,斯,ADWR
2542,期,"qī,jī",月,12,木,期,ADWE
2543,欺,qī,欠,12,木,欺,ADWW
2544,联,lián,耳,12,木,聯,BUDY
2545,葫,hú,艹,12,木,葫,ADEF
2546,散,"sàn,sǎn",攵,12,金,散,AETY
2547,惹,rě,心,12,水,惹,ADKN
2548,葬,zàng,艹,12,木,葬,AGQA
2549,募,mù,力,12,木,募,AJDL
2550,葛,"gě,gé",艹,12,木,葛,AJQN
2551,董,dǒng,艹,12,火,董,ATGF
2552,葡,pú,艹,12,木,葡,AQGY
2553,敬,jìng,攵,12,木,敬,AQKT
2554,葱,cōng,艹,12,木,葱,AQRN
2555,蒋,jiǎng,艹,12,木,蔣,AUQF
2556,蒂,dì,艹,12,木,蒂,AUPH
2557,落,"là,lào,luō,luò",艹,12,水,落,AITK
2558,韩,hán,韦,12,水,韓,FJFH
2559,朝,"cháo,zhāo",龺,12,金,朝,FJEG
2560,辜,gū,辛,12,金,辜,DUJ
2561,葵,kuí,艹,12,木,葵,AWGD
2562,棒,bàng,木,12,木,棒,SDWH
2563,棱,"léng,lēng,líng",木,12,木,棱,SFWT
2564,棋,qí,木,12,木,棋,SADW
2565,椰,yē,木,12,木,椰,SBBH
2566,植,zhí,木,12,木,植,SFHG
2567,森,sēn,木,12,木,森,SSSU
2568,焚,fén,火,12,火,焚,SSOU
2569,椅,"yǐ,yī",木,12,木,椅,SDSK
2570,椒,jiāo,木,12,木,椒,SHIC
2571,棵,kē,木,12,木,棵,SJSY
2572,棍,"gùn,hùn",木,12,木,棍,SJXX
2573,椎,"zhuī,chuí",木,12,木,椎,SWYG
2574,棉,mián,木,12,木,棉,SRMH
2575,棚,péng,木,12,木,棚,SEEG
2576,棕,zōng,木,12,木,棕,SPFI
2577,棺,guān,木,12,木,棺,SPNN
2578,榔,láng,木,12,木,榔,SYVB
2579,椭,tuǒ,木,12,木,橢,SBDE
2580,惠,huì,心,12,水,惠,GJHN
2581,惑,huò,心,12,水,惑,AKGN
2582,逼,bī,辶,12,水,逼,GKLP
2583,粟,sù,米,12,金,粟,SOU
2584,棘,jí,一,12,木,棘,GMII
2585,酣,hān,酉,12,水,酣,SGAF
2586,酥,sū,酉,12,金,酥,SGTY
2587,厨,chú,厂,12,金,厨,DGKF
2588,厦,"shà,xià",厂,12,木,廈,DDHT
2589,硬,yìng,石,12,木,硬,DGJQ
2590,硝,xiāo,石,12,土,硝,DIEG
2591,确,què,石,12,土,確,DQEH
2592,硫,liú,石,12,火,硫,DYCQ
2593,雁,yàn,厂,12,木,雁,DWWY
2594,殖,"zhí,shi",歹,12,金,殖,GQFH
2595,裂,"liè,liě",衣,12,火,裂,GQJE
2596,雄,xióng,隹,12,水,雄,DCWY
2597,颊,jiá,页,12,木,頰,GUWM
2598,雳,lì,雨,12,火,靂,FDLB
2599,暂,zàn,日,12,火,暫,LRJF
2600,雅,"yǎ,yā",隹,12,木,雅,AHTY
2601,翘,"qiào,qiáo",羽,12,木,翹,ATGN
2602,辈,bèi,车、非,12,水,輩,DJDL
2603,悲,bēi,非,12,水,悲,DJDN
2604,紫,zǐ,糸,12,金,紫,HXXI
2605,凿,záo,业,12,金,鑿,OGUB
2606,辉,huī,车,12,水,輝,IQPL
2607,敞,chǎng,攵,12,金,敞,IMKT
2608,棠,táng,木,12,木,棠,IPKS
2609,赏,shǎng,贝,12,金,賞,IPKM
2610,掌,zhǎng,手,12,金,掌,IPKR
2611,晴,qíng,日,12,火,晴,JGEG
2612,睐,lài,目,12,火,睞,HGOY
2613,暑,shǔ,曰,12,火,暑,JFTJ
2614,最,zuì,曰,12,木,最,JBCU
2615,晰,xī,日,12,金,晰,JSRH
2616,量,"liàng,liáng",日,12,火,量,JGJF
2617,鼎,dǐng,鼎,12,火,鼎,HNDN
2618,喷,"pēn,pèn",口,12,水,噴,KFAM
2619,喳,"zhā,chā",口,12,金,喳,KSJG
2620,晶,jīng,日,12,火,晶,JJJF
2621,喇,"lā,lá,lǎ",口,12,火,喇,KGKJ
2622,遇,yù,辶,12,木,遇,JMHP
2623,喊,hǎn,口,12,水,喊,KDGT
2624,遏,è,辶,12,木,遏,JQWP
2625,晾,liàng,日,12,火,晾,JYIY
2626,景,"jǐng,yǐng",日,12,木,景,JYIU
2627,畴,chóu,田,12,金,疇,LDTF
2628,践,jiàn,⻊,12,火,踐,KHGT
2629,跋,bá,⻊,12,水,跋,KHDC
2630,跌,diē,⻊,12,火,跌,KHRW
2631,跑,"pǎo,páo",⻊,12,水,跑,KHQN
2632,跛,bǒ,⻊,12,水,跛,KHHC
2633,遗,"yí,wèi",辶,12,木,遺,KHGP
2634,蛙,wā,虫,12,土,蛙,JFFG
2635,蛛,zhū,虫,12,金,蛛,JRIY
2636,蜓,tíng,虫,12,火,蜓,JTFP
2637,蜒,yán,虫,12,土,蜒,JTHP
2638,蛤,"gé,há",虫,12,水,蛤,JWGK
2639,喝,"hē,hè,yè",口,12,水,喝,KJQN
2640,鹃,juān,鸟,12,木,鵑,KEQG
2641,喂,wèi,口,12,土,喂,KLGE
2642,喘,chuǎn,口,12,金,喘,KMDJ
2643,喉,hóu,口,12,木,喉,KWND
2644,喻,yù,口,12,金,喻,KWGJ
2645,啼,tí,口,12,火,啼,KUPH
2646,喧,xuān,口,12,金,喧,KPGG
2647,嵌,"qiàn,kàn",山,12,木,嵌,MAFW
2648,幅,fú,巾,12,水,幅,MHGL
2649,帽,mào,巾,12,水,帽,MHJH
2650,赋,fù,贝,12,水,賦,MGAH
2651,赌,dǔ,贝,12,火,賭,MFTJ
2652,赎,shú,贝,12,火,贖,MFND
2653,赐,cì,贝,12,金,賜,MJQR
2654,赔,péi,贝,12,水,賠,MUKG
2655,黑,hēi,黑,12,土,黑,LFOU
2656,铸,zhù,钅,12,金,鑄,QDTF
2657,铺,"pù,pū",钅,12,金,鋪,QGEY
2658,链,liàn,钅,12,金,鏈,QLPY
2659,销,xiāo,钅,12,金,銷,QIEG
2660,锁,suǒ,钅,12,金,鎖,QIMY
2661,锄,chú,钅,12,金,鋤,QEGL
2662,锅,guō,钅,12,金,鍋,QKMW
2663,锈,xiù,钅,12,金,銹,QTEN
2664,锋,fēng,钅,12,金,鋒,QTDH
2665,锌,xīn,钅,12,金,鋅,QUH
2666,锐,ruì,钅,12,金,銳,QUKQ
2667,甥,shēng,生,12,金,甥,TGLL
2668,掰,bāi,龵,12,火,掰,RWVR
2669,短,duǎn,矢,12,火,短,TDGU
2670,智,zhì,日,12,火,智,TDKJ
2671,氮,dàn,气,12,火,氮,RNOO
2672,毯,tǎn,毛,12,火,毯,TFNO
2673,氯,lǜ,气,12,,氯,RNVI
2674,鹅,é,鸟,12,木,鵝,TRNG
2675,剩,shèng,刂,12,金,剩,TUXJ
2676,稍,"shāo,shào",禾,12,金,稍,TIEG
2677,程,chéng,禾,12,火,程,TKGG
2678,稀,xī,禾,12,木,稀,TQDH
2679,税,shuì,禾,12,金,税,TUKQ
2680,筐,kuāng,竹,12,木,筐,TAGF
2681,等,děng,竹,12,木,等,TFFU
2682,筑,"zhù,zhú",竹,12,木,築,TAMY
2683,策,cè,竹,12,木,策,TGMI
2684,筛,shāi,竹,12,木,篩,TJGH
2685,筒,tǒng,竹,12,木,筒,TMGK
2686,筏,fá,竹,12,木,筏,TWAR
2687,答,"dá,dā",竹,12,木,答,TWGK
2688,筋,jīn,竹,12,木,筋,TELB
2689,筝,zhēng,竹,12,木,筝,TQVH
2690,傲,ào,亻,12,土,傲,WGQT
2691,傅,fù,亻,12,水,傅,WGEF
2692,牌,pái,片,12,水,牌,THGF
2693,堡,"pù,bǎo,bǔ",土,12,土,堡,WKSF
2694,集,jí,隹,12,木,集,WYSU
2695,焦,jiāo,隹,12,火,焦,WYOU
2696,傍,bàng,亻,12,水,傍,WUPY
2697,储,chǔ,亻,12,金,儲,WYFJ
2698,皓,hào,白,12,木,皓,RTFK
2699,皖,wǎn,白,12,木,皖,RPFQ
2700,粤,yuè,米,12,土,粤,TLON
2701,奥,"ào,yù",大,12,土,奥,TMOD
2702,街,jiē,彳,12,木,街,TFFH
2703,惩,chéng,心,12,金,懲,TGHN
2704,御,yù,彳,12,木,禦,TRHB
2705,循,xún,彳,12,火,循,TRFH
2706,艇,tǐng,舟,12,火,艇,TETP
2707,舒,shū,人,12,金,舒,WFKB
2708,逾,yú,辶,12,金,逾,WGEP
2709,番,"fān,pān",釆,12,水,番,TOLF
2710,释,shì,釆,12,金,釋,TOCH
2711,禽,qín,人,12,金,禽,WYBC
2712,腊,"là,xī",月,12,火,臘,EAJG
2713,脾,pí,月,12,水,脾,ERTF
2714,腋,yè,月,12,土,腋,EYWY
2715,腔,qiāng,月,12,金,腔,EPWA
2716,腕,wàn,月,12,火,腕,EPQB
2717,鲁,lǔ,鱼,12,火,魯,QGJF
2718,猩,xīng,犭,12,金,猩,QTJG
2719,猬,wèi,犭,12,土,猬,QTLE
2720,猾,huá,犭,12,水,猾,QTME
2721,猴,hóu,犭,12,木,猴,QTWD
2722,惫,bèi,心,12,水,惫,TLNU
2723,然,rán,灬,12,金,然,QDOU
2724,馈,kuì,饣,12,木,饋,QNKM
2725,馋,chán,饣,12,金,饞,QNQU
2726,装,zhuāng,衣,12,金,裝,UFYE
2727,蛮,mán,虫,12,水,蠻,YOJU
2728,就,jiù,亠,12,火,就,YIDN
2729,敦,"dūn,duì",攵,12,火,敦,YBTY
2730,斌,bīn,文,12,水,斌,YGAH
2731,痘,dòu,疒,12,火,痘,UGKU
2732,痢,lì,疒,12,火,痢,UTJK
2733,痪,huàn,疒,12,水,痪,UQMD
2734,痛,tòng,疒,12,火,痛,UCEK
2735,童,tóng,立,12,金,童,UJFF
2736,竣,jùn,立,12,金,竣,UCWT
2737,阔,kuò,门,12,水,闊,UITD
2738,善,shàn,口,12,金,善,UDUK
2739,翔,xiáng,⺶,12,土,翔,UDNG
2740,羡,xiàn,羊,12,金,羡,UGUW
2741,普,pǔ,日,12,水,普,UOGJ
2742,粪,fèn,米,12,水,糞,OAWU
2743,尊,zūn,寸,12,金,尊,USGF
2744,奠,diàn,大,12,土,奠,USGD
2745,道,dào,辶,12,火,道,UTHP
2746,遂,"suì,suí",辶,12,火,遂,UEPI
2747,曾,"zēng,céng",曰,12,金,曾,ULJF
2748,焰,yàn,火,12,火,焰,OQVG
2749,港,"gǎng,jiǎng",氵,12,水,港,IAWN
2750,滞,zhì,氵,12,水,滯,IGKH
2751,湖,hú,氵,12,水,湖,IDEG
2752,湘,xiāng,氵,12,水,湘,ISHG
2753,渣,zhā,氵,12,水,渣,ISJG
2754,渤,bó,氵,12,水,渤,IFPL
2755,渺,miǎo,氵,12,水,渺,IHIT
2756,湿,shī,氵,12,水,濕,IJOG
2757,温,wēn,氵,12,土,温,IJLG
2758,渴,kě,氵,12,水,渴,IJQN
2759,溃,"kuì,huì",氵,12,水,潰,IKHM
2760,溅,"jiàn,jiān",氵,12,水,濺,IMGT
2761,滑,huá,氵,12,水,滑,IMEG
2762,湃,pài,氵,12,水,湃,IRDF
2763,渝,yú,氵,12,水,渝,IWGJ
2764,湾,wān,氵,12,水,灣,IYOX
2765,渡,dù,氵,12,水,渡,IYAC
2766,游,yóu,氵,12,水,游,IYTB
2767,滋,zī,氵,12,水,滋,IUXX
2768,渲,xuàn,氵,12,水,渲,IPGG
2769,溉,gài,氵,12,水,溉,IVCQ
2770,愤,fèn,忄,12,水,憤,NFAM
2771,慌,"huāng,·huang",忄,12,木,慌,NAYQ
2772,惰,duò,忄,12,火,惰,NDAE
2773,愕,è,忄,12,木,愕,NKKN
2774,愣,lèng,忄,12,火,愣,NLYN
2775,惶,huáng,忄,12,水,惶,NRGG
2776,愧,kuì,忄,12,木,愧,NRQC
2777,愉,"yú,tōu",忄,12,金,愉,NWGJ
