num,word,pinyin,radical,stroke_count,wuxing,traditional,wubi
0001,一,yī,一,1,土,一,GGLL
0002,乙,yǐ,乛,1,木,乙,NNLL
0003,二,èr,二,2,火,二,FGG
0004,十,shí,十,2,金,十,FGH
0005,丁,"dīng,zhēng",一,2,火,丁,SGH
0006,厂,"chǎng,ān",厂,2,金,廠,DGT
0007,七,qī,一,2,金,七,AGN
0008,卜,"bǔ,bo,pú",卜,2,水,蔔,HHY
0009,八,bā,八,2,水,八,WTY
0010,人,rén,人,2,金,人,WWWW
0011,入,rù,入,2,金,入,TYI
0012,儿,ér,儿,2,金,兒,QTN
0013,匕,bǐ,匕,2,金,匕,XTN
0014,几,"jǐ,jī",几,2,木,幾,MTN
0015,九,jiǔ,丿,2,木,九,VTN
0016,刁,diāo,乛,2,火,刁,NGD
0017,了,"le,liǎo",乛,2,火,瞭,BNH
0018,刀,dāo,刀,2,金,刀,VNT
0019,力,lì,力,2,火,力,LTN
0020,乃,nǎi,乛,2,火,乃,ETN
0021,又,yòu,又,2,土,又,CCCC
0022,三,sān,一,3,金,三,DGGG
0023,干,"gàn,gān",干,3,木,乾、幹,FGGH
0024,于,yú,一,3,土,于,
0025,亏,kuī,一,3,木,虧,FNV
0026,工,gōng,工,3,木,工,AAAA
0027,土,tǔ,土,3,土,土,FFFF
0028,士,shì,士,3,金,士,FGHG
0029,才,cái,一,3,金,纔,FTE
0030,下,xià,一,3,水,下,GHI
0031,寸,cùn,寸,3,金,寸,FGHY
0032,大,"dà,dài",大,3,火,大,DDDD
0033,丈,zhàng,一,3,火,丈,DYI
0034,与,"yǔ,yù,yú",一,3,土,與,GNGD
0035,万,"wàn,mò",一,3,水,萬,DNV
0036,上,"shàng,shǎng,shang",⺊,3,金,上,HHGG
0037,小,xiǎo,小,3,金,小,IHTY
0038,口,kǒu,口,3,木,口,KKKK
0039,山,shān,山,3,土,山,MMMM
0040,巾,jīn,巾,3,木,巾,MHK
0041,千,qiān,丿,3,金,韆,TFK
0042,乞,qǐ,乛,3,木,乞,TNB
0043,川,chuān,丿,3,金,川,KTHH
0044,亿,yì,亻,3,土,億,WNN
0045,个,"gè,gě",人,3,土,個,WHJ
0046,夕,xī,夕,3,金,夕,QTNY
0047,久,jiǔ,丿,3,木,久,QYI
0048,么,"me,mó,yāo,ma",丿,3,水,麽,TCU
0049,勺,sháo,勹,3,火,勺,QYI
0050,凡,fán,几,3,水,凡,MYI
0051,丸,wán,丿,3,土,丸,VYI
0052,及,jí,丿,3,木,及,EYI
0053,广,"guǎng,ān",广,3,木,廣,YYGT
0054,亡,"wáng,wú",亠,3,水,亡,YNV
0055,门,mén,门,3,水,門,UYHN
0056,丫,yā,丷,3,土,丫,UHK
0057,义,yì,丶,3,木,義,YQI
0058,之,zhī,丶,3,火,之,PPPP
0059,尸,shī,尸,3,金,尸,NNGT
0060,己,jǐ,己,3,土,己,NNGN
0061,已,yǐ,已,3,木,已,NNNN
0062,巳,sì,巳,3,火,巳,NNGN
0063,弓,gōng,弓,3,木,弓,XNGN
0064,子,"zǐ,·zi",子,3,水,子,BBBB
0065,卫,wèi,卩、乛,3,土,衛,BGD
0066,也,yě,乛,3,土,也,BNHN
0067,女,"nǚ,rǔ",女,3,火,女,VVVV
0068,刃,rèn,刀,3,金,刃,VYI
0069,飞,fēi,飞,3,水,飛,NUI
0070,习,xí,乛,3,水,習,NUD
0071,叉,"chā,chà,chǎ,chá",又,3,金,叉,CYI
0072,马,mǎ,马,3,水,馬,CNNG
0073,乡,xiāng,乛,3,水,鄉,XTE
0074,丰,fēng,一,4,火,豐,DHK
0075,王,"wáng,wàng",王,4,土,王,GGGG
0076,开,kāi,一,4,木,開,GAK
0077,井,jǐng,一,4,火,井,FJK
0078,天,tiān,一,4,火,天,GDI
0079,夫,"fū,fú",一,4,水,夫,FWI
0080,元,yuán,一,4,木,元,FQB
0081,无,"wú,mó",一、无,4,水,無,FQV
0082,云,yún,一,4,水,雲,FCU
0083,专,zhuān,一,4,金,專,FNYI
0084,丐,gài,一,4,木,丐,GHNV
0085,扎,"zhā,zā,zhá",扌,4,金,扎,RNN
0086,艺,yì,艹,4,木,藝,ANB
0087,木,mù,木,4,木,木,SSSS
0088,五,wǔ,一,4,木,五,
0089,支,zhī,支,4,火,支,FCU
0090,厅,tīng,厂,4,火,廳,DSK
0091,不,"bù,fǒu",一,4,水,不,GII
0092,犬,quǎn,犬,4,木,犬,DGTY
0093,太,tài,大,4,火,太,DYI
0094,区,"qū,ōu",匚,4,木,區,AQI
0095,历,lì,厂,4,火,歷、曆,DLV
0096,歹,dǎi,歹,4,水,歹,GQI
0097,友,yǒu,又,4,土,友,DCU
0098,尤,yóu,尢,4,土,尤,DNV
0099,匹,pǐ,匚,4,水,匹,AQV
0100,车,"chē,jū",车,4,金,車,LGNH
0101,巨,jù,匚,4,木,巨,AND
0102,牙,yá,牙,4,木,牙,AHTE
0103,屯,"tún,zhūn",一,4,火,屯,GBNV
0104,戈,gē,戈,4,金,戈,AGNT
0105,比,bǐ,比,4,水,比,XXN
0106,互,hù,一,4,水,互,GXGD
0107,切,"qiē,qiè",刀,4,土,切,AVN
0108,瓦,"wǎ,wà",瓦,4,土,瓦,GNYN
0109,止,zhǐ,止,4,火,止,HHHG
0110,少,"shǎo,shào",小,4,金,少,ITR
0111,曰,yuē,曰,4,土,曰,JHNG
0112,日,rì,日,4,火,日,JJJJ
0113,中,"zhōng,zhòng",丨,4,火,中,KHK
0114,贝,bèi,贝,4,水,貝,MHNY
0115,冈,gāng,冂,4,水,岡,MQI
0116,内,"nèi,nà",丨、冂,4,火,内,MWI
0117,水,shuǐ,水,4,水,水,IIII
0118,见,"jiàn,xiàn",见,4,木,見,MQB
0119,午,wǔ,丿、十,4,火,午,TFJ
0120,牛,niú,牛,4,木,牛,RHK
0121,手,shǒu,手,4,金,手,RTGH
0122,气,qì,气,4,木,氣,RNB
0123,毛,máo,毛,4,水,毛,TFNV
0124,壬,rén,丿,4,水,壬,TFD
0125,升,shēng,丿,4,金,升,TAK
0126,夭,yāo,丿,4,土,夭,TDI
0127,长,"cháng,zhǎng",长,4,火,長,TAYI
0128,仁,rén,亻,4,金,仁,WFG
0129,什,"shí,shén",亻,4,金,什,WFH
0130,片,"piàn,piān",片,4,水,片,THGN
0131,仆,"pú,pū",亻,4,水,僕,WHY
0132,化,"huà,huā",亻,4,水,化,WXN
0133,仇,"chóu,qiú",亻,4,金,仇,WVN
0134,币,bì,丿,4,水,幣,TMHK
0135,仍,réng,亻,4,金,仍,WEN
0136,仅,"jǐn,jìn",亻,4,木,僅,WCY
0137,斤,jīn,斤,4,木,斤,RTTH
0138,爪,"zhǎo,zhuǎ",爪,4,金,爪,RHYI
0139,反,fǎn,⺁,4,水,反,RCI
0140,介,jiè,人,4,木,介,WJJ
0141,父,"fù,fǔ",父,4,水,父,WQU
0142,从,cóng,人,4,火,從,WWY
0143,仑,lún,人,4,火,侖,WXB
0144,今,jīn,人,4,木,今,WYNB
0145,凶,xiōng,凵,4,水,凶,QBK
0146,分,"fēn,fèn",八,4,水,分,WVB
0147,乏,fá,丿,4,金,乏,TPI
0148,公,gōng,八,4,木,公,WCU
0149,仓,cāng,人,4,金,倉,WBB
0150,月,yuè,月,4,木,月,EEEE
0151,氏,"shì,zhī",氏,4,金,氏,QAV
0152,勿,wù,勹,4,水,勿,QRE
0153,欠,qiàn,欠,4,木,欠,QWU
0154,风,"fēng,fěng",风,4,水,風,MQI
0155,丹,dān,丿,4,火,丹,MYD
0156,匀,yún,勹,4,木,匀,QUD
0157,乌,"wū,wù",丿,4,火,烏,QNGD
0158,勾,"gōu,gòu",勹,4,木,勾,QCI
0159,凤,fèng,几,4,水,鳳,MCI
0160,六,"liù,lù",亠,4,火,六,UYGY
0161,文,wén,文,4,水,文,YYGY
0162,亢,"kàng,háng,gāng",亠,4,木,亢,YMB
0163,方,fāng,方,4,水,方,YYGN
0164,火,huǒ,火,4,火,火,OOOO
0165,为,"wéi,wèi",丶,4,土,爲,YLYI
0166,斗,"dòu,dǒu",斗,4,火,鬥,UFK
0167,忆,yì,忄,4,土,憶,NNN
0168,计,jì,讠,4,水,計,YFH
0169,订,dìng,讠,4,火,釘,YSH
0170,户,hù,户,4,水,户,YNE
0171,认,rèn,讠,4,金,認,YWY
0172,冗,rǒng,冖,4,金,冗,PMB
0173,讥,jī,讠,4,木,譏,YMN
0174,心,xīn,心,4,金,心,NYNY
0175,尺,"chǐ,chě",尸,4,火,尺,
0176,引,yǐn,弓,4,土,引,XHH
0177,丑,chǒu,乛,4,土,醜,NFD
0178,巴,bā,巳,4,水,巴,CNHN
0179,孔,kǒng,子,4,木,孔,BNN
0180,队,duì,阝,4,火,隊,BWY
0181,办,bàn,力,4,水,辦,LWI
0182,以,yǐ,人,4,土,以,NYWY
0183,允,yǔn,儿,4,土,允,CQB
0184,予,"yǔ,yú",乛,4,土,予,CBJ
0185,邓,dèng,又,4,火,鄧,CBH
0186,劝,quàn,又,4,木,勸,CLN
0187,双,shuāng,又,4,金,雙,CCY
0188,书,shū,乛,4,金,書,NNHY
0189,幻,huàn,幺,4,水,幻,XNN
0190,玉,yù,玉,5,木,玉,GYI
0191,刊,kān,刂,5,金,刊,FJH
0192,未,wèi,一,5,木,未,FII
0193,末,"mò,·me",一,5,水,末,GSI
0194,示,shì,示,5,金,示,FIU
0195,击,jī,凵,5,木,撃,FMK
0196,打,"dǎ,dá",扌,5,火,打,RSH
0197,巧,qiǎo,工,5,木,巧,AGNN
0198,正,"zhèng,zhēng",止,5,金,正,GHD
0199,扑,pū,扌,5,水,撲,RHY
0200,卉,huì,十,5,木,卉,FAJ
0201,扒,"bā,pá",扌,5,水,扒,RWY
0202,功,gōng,工,5,木,功,ALN
0203,扔,rēng,扌,5,金,扔,REN
0204,去,qù,土,5,木,去,FCU
0205,甘,gān,甘,5,木,甘,AFD
0206,世,shì,一,5,金,世,ANV
0208,古,gǔ,十,5,木,古,DGHG
0209,节,"jié,jiē",艹,5,金,節,ABJ
0210,本,běn,木,5,木,本,SGD
0211,术,"shù,zhú,shú",木,5,木,術,SYI
0212,可,"kě,kè",口,5,木,可,SKD
0213,丙,bǐng,一,5,火,丙,GMWI
0214,左,zuǒ,工,5,火,左,DAF
0215,厉,lì,厂,5,火,厲,DDNV
0216,石,"shí,dàn",石,5,金,石,DGTG
0217,右,yòu,口,5,土,右,DKF
0218,布,bù,巾,5,水,布,DMHJ
0219,夯,"hāng,bèn",大,5,水,夯,DLB
0220,戊,wù,戈,5,土,戊,DNYT
0221,龙,lóng,龙,5,火,龍,DXV
0222,平,píng,干,5,水,平,GUHK
0223,灭,miè,一,5,水,滅,GOI
0224,轧,"zhá,yà,gá",车,5,金,軋,LNN
0225,东,dōng,一,5,木,東,AII
0226,卡,"kǎ,qiǎ",⺊,5,木,卡,HHU
0227,北,"běi,bèi",匕,5,水,北,UXN
0228,占,"zhàn,zhān",卜,5,金,占,HKF
0229,凸,tū,丨,5,金,凸,HGMG
0230,卢,lú,⺊,5,火,盧,HNE
0231,业,yè,业,5,木,業,OGD
0232,旧,jiù,丨,5,木,舊,HJG
0233,帅,shuài,巾,5,金,帥,JMHH
0234,归,guī,彐,5,木,歸,JVG
0235,旦,dàn,日,5,火,旦,JGF
0236,目,mù,目,5,水,目,HHHH
0237,且,"qiě,jū",丨,5,金,且,
0238,叶,"yè,xié",口,5,土,葉,KFH
0239,甲,jiǎ,丨,5,木,甲,LHNH
0240,申,shēn,丨,5,金,申,JHK
0241,叮,dīng,口,5,火,叮,KSH
0242,电,diàn,丨,5,火,電,JNV
0243,号,"hào,háo",口,5,水,號,
0244,田,tián,田,5,火,田,LLLL
0245,由,yóu,丨,5,土,由,MHNG
0246,只,"zhī,zhǐ",口,5,火,衹、隻,KWU
0247,叭,bā,口,5,水,叭,KWY
0248,史,shǐ,丨、口,5,金,史,KQI
0249,央,yāng,大,5,土,央,MDI
0250,兄,xiōng,儿,5,水,兄,KQB
0251,叽,jī,口,5,木,嘰,KMN
0252,叼,diāo,口,5,金,叼,KNGG
0253,叫,jiào,口,5,木,叫,KNHH
0254,叩,kòu,口,5,木,叩,KBH
0255,叨,"dāo,dáo,tāo",口,5,火,叨,KVN
0256,另,lìng,口,5,火,另,KLB
0257,叹,tàn,口,5,火,嘆,KCY
0258,冉,rǎn,丨,5,火,冉,MFD
0259,皿,mǐn,皿,5,水,皿,LHNG
0260,凹,"āo,wā",丨,5,土,凹,MMGD
0261,囚,qiú,囗,5,木,囚,LWI
0262,四,sì,囗,5,金,四,LHNG
0263,生,shēng,生,5,金,生,TGD
0264,矢,shǐ,矢,5,金,矢,TDU
0265,失,shī,丿,5,金,失,RWI
0266,乍,zhà,丿,5,金,乍,THFD
0267,禾,hé,禾,5,水,禾,TTTT
0268,丘,qiū,丿,5,木,丘,RGD
0269,付,fù,亻,5,水,付,WFY
0270,仗,zhàng,亻,5,火,仗,WDYY
0271,代,dài,亻,5,火,代,WAY
0272,仙,xiān,亻,5,金,仙,WMH
0273,们,"mén,men",亻,5,水,們,WUN
0274,仪,yí,亻,5,木,儀,WYQY
0275,白,bái,白,5,水,白,RRRR
0276,仔,"zǎi,zǐ,zī",亻,5,土,仔,WBG
0277,他,tā,亻,5,火,他,WBN
0278,斥,chì,斤,5,金,斥,RYI
0279,瓜,guā,瓜,5,木,瓜,RCYI
0280,乎,hū,丿,5,水,乎,TUHK
0281,丛,cóng,一,5,火,叢,WWGF
0282,令,"lìng,líng,lǐng",人,5,火,令,WYCU
0283,用,yòng,冂,5,土,用,ETNH
0284,甩,shuǎi,用,5,金,甩,ENV
0285,印,yìn,卩,5,水,印,QGBH
0286,尔,ěr,小,5,火,爾,QIU
0287,乐,"lè,yuè,yào,lào",丿,5,火,樂,QII
0288,句,"jù,gōu",勹,5,木,句,QKD
0289,匆,cōng,勹,5,水,匆,QRYI
0290,册,cè,丿,5,金,册,MMGD
0291,卯,mǎo,卩,5,木,卯,QTBH
0292,犯,fàn,犭,5,水,犯,QTBN
0293,外,wài,夕,5,木,外,QHY
0294,处,"chǔ,chù",夂,5,金,處,THI
0295,冬,dōng,夂,5,火,鼕,TUU
0296,鸟,niǎo,鸟,5,土,鳥,QYNG
0297,务,wù,夊,5,水,務,TLB
0298,包,bāo,勹,5,水,包,QNV
0299,饥,jī,饣,5,木,飢、饑,QNMN
0300,主,zhǔ,亠,5,金,主,YGD
0301,市,shì,亠,5,金,市,YMHJ
0302,立,lì,立,5,火,立,UUUU
0303,冯,"féng,píng",冫,5,水,馮,UCG
0304,玄,xuán,亠,5,水,玄,YXU
0305,闪,shǎn,门,5,金,閃,UWI
0306,兰,lán,丷,5,木,蘭,UFF
0307,半,bàn,丶,5,水,半,UFK
0308,汁,zhī,氵,5,水,汁,IFH
0309,汇,huì,氵,5,水,匯、彙,IAN
0310,头,"tóu,tou",大,5,火,頭,UDI
0311,汉,hàn,氵,5,水,漢,ICY
0312,宁,"níng,nìng",宀,5,火,寜,PSJ
0313,穴,xué,穴,5,水,穴,PWU
0314,它,tā,宀,5,火,它,PXB
0315,讨,tǎo,讠,5,火,討,YFY
0316,写,xiě,冖,5,水,寫,PGNG
0317,让,ràng,讠,5,火,讓,YHG
0318,礼,lǐ,礻,5,火,禮,PYNN
0319,训,xùn,讠,5,水,訓,YKH
0320,议,yì,讠,5,木,議,YYQY
0321,必,bì,丶,5,水,必,NTE
0322,讯,xùn,讠,5,火,訊,YNFH
0323,记,jì,讠,5,木,記,YNN
0324,永,yǒng,丶,5,土,永,YNII
0325,司,sī,乛,5,金,司,NGKD
0326,尼,ní,尸,5,火,尼,NXV
0327,民,mín,乛,5,水,民,NAV
0328,弗,fú,弓,5,水,弗,XJK
0329,弘,hóng,弓,5,水,弘,XCY
0330,出,chū,凵,5,金,齣,BMK
0331,辽,liáo,辶,5,火,遼,BPK
0332,奶,nǎi,女,5,火,奶,VEN
0333,奴,nú,女,5,火,奴,VCY
0334,召,"zhào,shào",刀,5,火,召,VKF
0335,加,jiā,力,5,木,加,LKG
0336,皮,pí,皮,5,水,皮,HCI
0337,边,"biān,bian",辶,5,水,邊,LPV
0338,孕,yùn,子,5,土,孕,EBF
0339,发,"fā,fà",又,5,水,發、髪,NTCY
0340,圣,shèng,又,5,土,聖,CFF
0341,对,duì,又,5,火,對,CFY
0342,台,"tái,tāi",厶,5,火,臺、颱、檯,CKF
0343,矛,máo,矛,5,水,矛,CBTR
0344,纠,jiū,纟,5,木,糾,XNHH
0345,母,mǔ,母,5,水,母,XGUI
0346,幼,yòu,幺,5,土,幼,XLN
0347,丝,sī,一,5,金,絲,XXGF
0348,邦,bāng,阝,6,水,邦,DTBH
0349,式,shì,弋,6,金,式,AAD
0350,迂,yū,辶,6,土,迂,GFPK
0351,刑,xíng,刂,6,水,刑,GAJH
0352,戎,róng,戈,6,木,戎,ADE
0353,动,dòng,力,6,火,動,FCLN
0354,扛,"káng,gāng",扌,6,木,扛,RAG
0355,寺,sì,土,6,金,寺,FFU
0356,吉,jí,口,6,木,吉,FKF
0357,扣,kòu,扌,6,木,扣,RKG
0358,考,kǎo,耂,6,木,考,FTGN
0359,托,tuō,扌,6,火,托,RTAN
0360,老,lǎo,老,6,火,老,FTXB
0361,巩,gǒng,工,6,木,鞏,AMYY
0362,圾,jī,土,6,土,圾,FEYY
0363,执,zhí,扌,6,火,執,RVYY
0364,扩,kuò,扌,6,木,擴,RYT
0365,扫,"sǎo,sào",扌,6,金,掃,RVG
0366,地,"dì,de",土,6,土,地,FBN
0367,场,"chǎng,cháng",土,6,火,場,FNRT
0368,扬,yáng,扌,6,火,揚,RNRT
0369,耳,ěr,耳,6,火,耳,BGHG
0370,芋,yù,艹,6,木,芋,AGFJ
0371,共,"gòng,gōng",八,6,木,共,AWU
0372,芒,máng,艹,6,木,芒,AYNB
0373,亚,yà,一,6,土,亚,GOGD
0374,芝,zhī,艹,6,木,芝,APU
0375,朽,xiǔ,木,6,木,朽,SGNN
0376,朴,"pǔ,piáo,pò,pō",木,6,木,樸,SHY
0377,机,jī,木,6,木,機,SMN
0378,权,quán,木,6,木,權,SCY
0379,过,"guò,guo,guō",辶,6,木,過,FPI
0380,臣,chén,臣,6,金,臣,AHNH
0381,吏,lì,口,6,金,吏,GKQI
0382,再,zài,一,6,金,再,GMFD
0383,协,xié,十,6,水,協,FLWY
0384,西,xī,覀,6,金,西,SGHG
0385,压,"yā,yà",厂,6,土,壓,DFYI
0386,厌,yàn,厂,6,木,厭,DDI
0387,戌,"qu,xū",戈,6,土,戌,DGNT
0388,在,zài,土,6,金,在,DHFD
0389,百,bǎi,一,6,水,百,DJF
0390,有,"yǒu,yòu",,6,土,有,DEF
0391,存,cún,子,6,金,存,DHBD
0392,而,ér,而,6,金,而,DMJJ
0393,页,yè,页,6,金,頁,DMU
0394,匠,jiàng,匚,6,火,匠,ARK
0395,夸,"kuā,kuà",大,6,木,誇,DFNB
0396,夺,duó,大,6,火,奪,DFU
0397,灰,huī,火,6,土,灰,DOU
0398,达,dá,辶,6,火,達,DPI
0399,列,liè,刂,6,金,列,GQJH
0400,死,sǐ,歹,6,金,死,GQXB
0401,成,chéng,戈,6,金,成,DNNT
0402,夹,"jiā,jiá,gā,xiá",一,6,木,夾,GUWI
0403,夷,yí,一,6,土,夷,GXWI
0404,轨,guǐ,车,6,木,軌,LVN
0405,邪,"xié,yé,yá,yú,xú",牙,6,水,邪,AHTB
0406,尧,yáo,兀,6,木,堯,ATGQ
0407,划,"huá,huà,huai",刂,6,金,劃,AJH
0408,迈,mài,辶,6,水,邁,DNPV
0409,毕,bì,比,6,水,畢,XXFJ
0410,至,zhì,至,6,火,至,GCFF
0411,此,cǐ,止,6,金,此,HXN
0412,贞,zhēn,⺊,6,火,貞,HMU
0413,师,shī,丨,6,金,師,JGMH
0414,尘,chén,小,6,火,塵,IFF
0415,尖,jiān,小,6,火,尖,IDU
0416,劣,liè,力,6,火,劣,ITLB
0417,光,guāng,⺌,6,火,光,IQB
0418,当,"dāng,dàng",⺌,6,火,當、噹,IVF
0419,早,zǎo,日,6,金,早,JHNH
0420,吁,"xū,yū,yù",口,6,木,籲,KGFH
0421,吐,"tǔ,tù",口,6,土,吐,KFG
0422,吓,"xià,hè",口,6,木,嚇,KGHY
0423,虫,chóng,虫,6,火,蟲,JHNY
0424,曲,"qǔ,qū",丨,6,木,麯,MAD
0425,团,tuán,囗,6,火,團、糰,LFTE
0426,吕,lǚ,口,6,火,吕,KKF
0427,同,"tóng,tòng",冂,6,火,同,MGKD
0428,吊,diào,口,6,火,吊,KMHJ
0429,吃,chī,口,6,火,吃,KTNN
0430,因,yīn,囗,6,土,因,LDI
0431,吸,xī,口,6,金,吸,KEYY
0432,吗,"ma,má,mǎ",口,6,水,嗎,KCG
0433,吆,yāo,口,6,火,吆,KXY
0434,屿,yǔ,山,6,土,嶼,MGNG
0435,屹,yì,山,6,土,屹,MTNN
0436,岁,suì,山,6,金,歲,MQU
0437,帆,fān,巾,6,水,帆,MHMY
0438,回,huí,囗,6,水,迴,LKD
0439,岂,"qǐ,kǎi",山,6,木,豈,MNB
0440,则,zé,贝,6,金,則,MJH
0441,刚,gāng,刂,6,金,剛,MQJH
0442,网,wǎng,冂,6,水,網,MQQI
0443,肉,ròu,肉,6,火,肉,MWWI
0444,年,nián,丿,6,火,年,RHFK
0445,朱,"zhū,shú",丿,6,木,硃,RII
0446,先,xiān,儿,6,金,先,TFQB
0447,丢,diū,厶,6,金,丢,TFCU
0448,廷,tíng,廴,6,火,廷,TFPD
0449,舌,shé,舌,6,金,舌,TDD
0450,竹,zhú,竹,6,木,竹,TTGH
0451,迁,qiān,辶,6,金,遷,TFPK
0452,乔,qiáo,丿,6,木,喬,TDJJ
0453,迄,qì,辶,6,水,迄,TNPV
0454,伟,wěi,亻,6,土,偉,WFNH
0455,传,"chuán,zhuàn",亻,6,火,傳,WFNY
0456,乒,pīng,丿,6,水,乒,RGTR
0457,乓,pāng,丿,6,火,乓,RGYU
0458,休,"xiū,xǔ",亻,6,水,休,WSY
0459,伍,wǔ,亻,6,土,伍,WGG
0460,伏,fú,亻,6,水,伏,WDY
0461,优,yōu,亻,6,土,優,WDNN
0462,臼,jiù,臼,6,木,臼,VTHG
0463,伐,fá,亻,6,水,伐,WAT
0464,延,yán,廴,6,土,延,THPD
0465,仲,zhòng,亻,6,火,仲,WKHH
0466,件,jiàn,亻,6,木,件,WRHH
0467,任,"rèn,rén",亻,6,金,任,WTFG
0468,伤,shāng,亻,6,金,傷,WTLN
0469,价,"jià,jie,jiè",亻,6,木,價,WWJH
0470,伦,lún,亻,6,火,倫,WWXN
0471,份,"fèn,bīn",亻,6,水,份,WWVN
0472,华,"huá,huā,huà",十,6,水,華,WXFJ
0473,仰,"yǎng,áng",亻,6,木,仰,WQBH
0474,仿,fǎng,亻,6,水,仿,WYN
0475,伙,huǒ,亻,6,火,夥,WOY
0476,伪,wěi,亻,6,木,僞,WYLY
0477,自,zì,自,6,火,自,THD
0478,伊,yī,亻,6,土,伊,WVTT
0479,血,"xuè,xiě",血,6,水,血,TLD
0480,向,xiàng,口,6,水,嚮,TMKD
0481,似,"sì,shì",亻,6,土,似,WNYW
0482,后,hòu,口,6,水,後,RGKD
0483,行,"háng,hàng,héng,xíng",彳,6,水,行,TFHH
0484,舟,zhōu,舟,6,金,舟,TEI
0485,全,quán,人,6,火,全,WGF
0486,会,"huì,kuài",人,6,水,會,WFCU
0487,杀,shā,朩,6,水,殺,QSU
0488,合,"hé,gě",人,6,水,閤,WGKF
0489,兆,zhào,儿,6,火,兆,IQV
0490,企,qǐ,人,6,木,企,WHF
0491,众,zhòng,人,6,金,衆,WWWU
0492,爷,yé,父,6,土,爺,
0493,伞,sǎn,人,6,金,傘,WUHJ
0494,创,"chuàng,chuāng",刂,6,金,創,WBJH
0495,肌,jī,月,6,木,肌,EMN
0496,肋,"lèi,lē",月,6,火,肋,ELN
0497,朵,duǒ,几,6,木,朵,MSU
0498,杂,zá,朩,6,水,雜,VSU
0499,危,wēi,㔾,6,水,危,QDBB
0500,旬,xún,日,6,金,旬,QJD
0501,旨,zhǐ,匕,6,火,旨,XJF
0502,旭,xù,日,6,木,旭,VJD
0503,负,fù,贝,6,水,負,QMU
0504,匈,xiōng,勹,6,金,匈,QQBK
0505,名,míng,夕,6,水,名,QKF
0506,各,"gè,gě",夂,6,木,各,TKF
0507,多,duō,夕,6,火,多,QQU
0508,争,zhēng,⺈,6,火,争,QVHJ
0509,色,"sè,shǎi",色,6,金,色,QCB
0510,壮,zhuàng,丬,6,金,壯,UFG
0511,冲,"chōng,chòng",冫,6,金,衝,UKHH
0512,妆,zhuāng,丬,6,金,妝,UVG
0513,冰,bīng,冫,6,水,冰,UIY
0514,庄,zhuāng,广,6,金,莊,YFD
0515,庆,qìng,广,6,木,慶,YDI
0516,亦,yì,亠,6,土,亦,YOU
0517,刘,liú,文,6,火,劉,YJH
0518,齐,"qí,jì,zī,zhāi",齐,6,金,齊,YJJ
0519,交,jiāo,亠,6,木,交,UQU
0520,衣,"yī,yì",衣,6,土,衣,YEU
0521,次,cì,欠,6,金,次,UQWY
0522,产,chǎn,立,6,金,產,UTE
0523,决,jué,冫,6,火,决,UNWY
0524,亥,hài,亠,6,水,亥,YNTW
0525,充,chōng,亠,6,土,充,YCQB
0526,妄,wàng,女,6,火,妄,YNVF
0527,闭,bì,门,6,水,閉,UFTE
0528,问,wèn,门,6,金,問,UKD
0529,闯,chuǎng,门,6,水,闖,UCD
0530,羊,"yáng,xiáng",羊,6,土,羊,UDJ
0531,并,"bìng,bīng",丷,6,水,并,UAJ
0532,关,guān,丷,6,木,關,UUDI
0533,米,mǐ,米,6,水,米,OYTY
0534,灯,dēng,火,6,火,燈,OSH
0535,州,zhōu,丶,6,金,州,YTYH
0536,汗,"hàn,hán",氵,6,水,汗,IFH
0537,污,wū,氵,6,水,污,IFNN
0538,江,jiāng,氵,6,水,江,IAG
0539,汛,xùn,氵,6,水,汛,INFH
0540,池,chí,氵,6,水,池,IBN
0541,汝,rǔ,氵,6,水,汝,IVG
0542,汤,"tāng,shāng",氵,6,水,湯,INRT
0543,忙,máng,忄,6,水,忙,NYNN
0544,兴,"xīng,xìng",八,6,水,興,IWU
0545,宇,yǔ,宀,6,土,宇,PGFJ
0546,守,shǒu,宀,6,金,守,PFU
0547,宅,zhái,宀,6,火,宅,PTAB
0548,字,zì,宀,6,金,字,PBF
0549,安,ān,宀,6,土,安,PVF
0550,讲,jiǎng,讠,6,木,講,YFJH
0551,讳,huì,讠,6,水,諱,YFNH
0552,军,jūn,冖,6,木,軍,PLJ
0553,讶,yà,讠,6,土,訝,YAHT
0554,许,"xǔ,hǔ",讠,6,木,許,YTFH
0555,讹,é,讠,6,水,訛,YWXN
0556,论,"lùn,lún",讠,6,火,論,YWXN
0557,讼,sòng,讠,6,金,訟,YWCY
0558,农,nóng,丶,6,火,農,PEI
0559,讽,fěng,讠,6,水,諷,YMQY
0560,设,shè,讠,6,金,設,YMCY
0561,访,fǎng,讠,6,水,訪,YYN
0562,诀,jué,讠,6,火,訣,YNWY
0563,寻,xún,彐,6,火,尋,VFU
0564,那,"nà,nèi,nā",阝,6,火,那,VFBH
0565,迅,xùn,辶,6,火,迅,NFPK
0566,尽,"jìn,jǐn",尸,6,火,盡、儘,NYUU
0567,导,dǎo,巳,6,火,導,NFU
0568,异,yì,巳,6,土,异,NAJ
0569,弛,chí,弓,6,火,弛,XBN
0570,孙,"sūn,xùn",子,6,金,孫,BIY
0571,阵,zhèn,阝,6,火,陣,BLH
0572,阳,yáng,阝,6,土,陽,BJG
0573,收,shōu,攵,6,水,收,NHTY
0574,阶,jiē,阝,6,木,階,BWJH
