num,word,pinyin,radical,stroke_count,wuxing,traditional,wubi,pinyin_initial,pinyin_final,tone
3658,㧐,sǒng,扌,7,,㧐,RCCY,s,ong,3
3848,㧟,kuǎi,扌,8,,㧟,RIAN,k,uai,3
4190,𠳐,bāng,,10,,,,b,ang,1
0118,见,"jiàn,xiàn",见,4,木,見,MQB,j,ian,4
7213,䏲,tì,,11,,䏲,,t,i,4
7234,𬇹,guó,,11,,漍,,g,uo,2
7241,𬍡,dàng,,11,,璗,,d,ang,4
3978,䏝,"zhuān,chuán,chún,zhuǎn",月,8,,䏝,EFNY,zh,uan,1
4031,㤘,"chù,cù,zhòu",忄,8,,㤘,NQVG,ch,u,4
4546,䥽,pō,钅,10,,䥽,QNTY,p,o,1
5693,䁖,lōu,目,14,,䁖,HOVG,l,ou,1
5989,𥻗,chá,,15,,,,ch,a,2
6111,䦃,zhuō,钅,16,,䦃,QAFJ,zh,uo,1
6411,㸆,kào,火,19,,㸆,OTFD,k,ao,4
6520,𬣙,xū,,5,,訏,,x,u,1
6529,𨙸,qí,,6,,,,q,i,2
6547,𬇕,wàn,,6,,澫,,w,an,4
6549,䜣,"xī,xīn,yín",讠,6,,䜣,YRH,x,i,1
6551,𬣞,zhǔ,,6,,詝,,zh,u,3
6553,𬘓,xún,,6,,紃,,x,un,2
6564,𫭢,lǔn,,7,,埨,,l,un,3
6567,㧑,huī,扌,7,,撝,,h,ui,1
6576,𫇭,wěi,,8,,蒍蔿,,w,ei,3
6586,𫐄,yuè,,7,,軏,,y,ue,4
6592,㕮,fǔ,口,7,,㕮,,f,u,3
6594,𫵷,lì,,7,,㠣,,l,i,4
3699,呒,ḿ,口,7,,嘸,KFQN,m,,2
4004,𬉼,ǒu,,8,,熰,,"",ou,3
6560,𫭟,ōu,,7,,塸,,"",ou,1
7519,𫫇,è,,13,,噁,,"",e,4
7663,𥔲,è,,15,,,,"",e,4
7708,𩽾,ān,,14,,鮟,,"",an,1
7868,㠓,méng,,16,,,,m,eng,2
7870,𪩘,yǎn,,16,,巘,,y,an,3
7872,𬭬,huì,,16,,鏏,,h,ui,4
7873,𨱑,huáng,,17,,鐄,,h,uang,2
7874,𬭯,piě,,16,,䥕,,p,ie,3
7890,𫗴,zhān,,16,,饘,,zh,an,1
7894,𬸦,zhuó,,16,,鷟,,zh,uo,2
7916,𫄷,yì,,16,,繶,,y,i,4
7918,𤩽,huán,,17,,瓛,,h,uan,2
7936,㘎,hǎn,口,17,,,KUNT,h,an,3
7937,𬭳,xǐ,,17,,𨭎,,x,i,3
7939,𬭶,hēi,,17,,𨭆,,h,ei,1
7940,𫔍,fán,,17,,鐇,,f,an,2
7943,𬭸,lín,,17,,鏻,,l,in,2
7944,𨱔,zūn,,17,,鐏,,z,un,1
7945,𬭼,suì,,17,,鐩,,s,ui,4
7946,𫔎,jué,,17,,鐍,,j,ue,2
7960,䲠,chūn,鱼,17,,鰆,QGDJ,ch,un,1
7961,𬶟,là,,17,,鯻,,l,a,4
7963,𬶠,liàn,,17,,鰊,,l,ian,4
7970,䗪,zhè,虫,17,,䗪,YAOJ,zh,e,4
7974,𬶨,jì,,17,,鱀,,j,i,4
7979,𦈡,xū,,17,,繻,,x,u,1
7980,𫄸,xūn,,17,,纁,,x,un,1
7987,𬟁,yì,,18,,虉,,y,i,4
7996,𥖨,zào,,18,,,,z,ao,4
8000,䗴,tíng,虫,18,,䗴,JTTP,t,ing,2
8014,䲢,téng,月,18,,鰧,EUDG,t,eng,2
8020,𦒍,tóng,,18,,,,t,ong,2
8024,䎖,zēng,羽,18,,䎖,ULJN,z,eng,1
8029,䴙,pì,鸟,18,,鸊,,p,i,4
8030,𬙊,mò,,17,,纆,,m,o,4
8032,㰀,lí,,19,,,,l,i,2
8042,𬶭,jì,,19,,鰶,,j,i,4
8043,𩾌,kāng,,19,,鱇,,k,ang,1
8057,𨟠,quān,,20,,,,q,uan,1
6612,𣲘,wǔ,,7,,潕,,w,u,3
6613,𣲗,wéi,,7,,湋,,w,ei,2
6616,𬇙,bèi,,7,,浿,,b,ei,4
6618,㳇,"fú,fù",氵,7,,㳇,IWQY,f,u,2
6623,𬣡,jiàn,,7,,諓,,j,ian,4
6630,𫸩,kōu,,7,,彄,,k,ou,1
6637,𨚕,biàn,,7,,,,b,ian,4
6640,𫘜,wén,,7,,馼,,w,en,2
6642,𬘘,dǎn,,7,,紞,,d,an,3
6643,𫘝,jué,,7,,駃,,j,ue,2
6657,䢼,gōng,,8,,䢼,AWBH,g,ong,1
6658,𦭜,zhī,,9,,,,zh,i,1
6664,㭎,gāng,木,8,,㭎,SMQY,g,ang,1
6670,𬨂,qí,,8,,軝,,q,i,2
6671,𬀩,wěi,,8,,暐,,w,ei,3
6672,𬀪,xiàn,,8,,晛,,x,ian,4
6686,㟃,sī,,8,,㟃,MNGK,s,i,1
6688,𬬩,yì,,8,,釴,,y,i,4
6694,垈,dài,土,8,,垈,WAFF,d,ai,4
6700,㑊,yì,亻,8,,㑊,WYOY,y,i,4
6730,𫍣,tóng,,8,,詷,,t,ong,2
6731,𬣳,hěn,,8,,詪,,h,en,3
6732,𬩽,xún,,9,,鄩,,x,un,2
6737,𬮿,gài,,9,,隑,,g,ai,4
6739,𬯀,jī,,9,,隮,,j,i,1
6744,𫰛,xíng,,8,,娙,,x,ing,2
6747,𬳵,pī,,8,,駓,,p,i,1
6749,𬳶,jiōng,,8,,駉,,j,iong,1
6750,䌹,jiǒng,,8,,絅,,j,iong,3
6752,𫠊,xuán,,8,,䮄,,x,uan,2
6757,㛃,jié,,9,,㛃,,j,ie,2
6761,𬍛,lì,,9,,瓅,,l,i,4
6774,鿍,gàng,,9,,,,g,ang,4
6791,𬜬,màn,,9,,蔄,,m,an,4
6794,𦰡,nà,,11,,,,n,a,4
6797,㭕,qū,,9,,,,q,u,1
6806,䴓,shī,鸟,9,,䴓,GMHO,sh,i,1
6814,䶮,yǎn,龙,9,,䶮,DXGD,y,an,3
6820,𪾢,xiàn,,9,,睍,,x,ian,4
6839,𪨰,qū,,9,,,,q,u,1
6844,𫓧,fū,,9,,鈇,,f,u,1
6846,𬬮,chǎng,,9,,鋹,,ch,ang,3
6847,𬬱,jīn,,9,,釿,,j,in,1
6848,𬬭,lún,,9,,錀,,l,un,2
6879,㶲,yòng,火,9,,㶲,OEH,y,ong,4
6884,㳚,xù,,9,,,,x,u,4
6896,㳘,chōng,,9,,㳘,IYCQ,ch,ong,1
6919,𬘡,yīn,,9,,絪,,y,in,1
6920,𬳽,shēn,,9,,駪,,sh,en,1
6921,𬘩,tīng,,9,,綎,,t,ing,1
6922,𫄧,yán,,10,,綖,,y,an,2
6932,𪟝,jì|jī,,10,,勣,,j,i|jī,1
6937,𬍤,xún,,10,,璕,,x,un,2
6941,𫭼,láo,,10,,𡑍,,l,ao,2
6951,𬜯,liǎng,,10,,䓣,,l,iang,3
6955,䓖,qióng,艹,10,,藭,APWL,q,iong,2
6967,𫠆,kuǐ,,10,,頍,,k,ui,3
6976,𨐈,guāng,,10,,輄,,g,uang,1
6979,𬌗,hé,,10,,,,h,e,2
6995,𫑡,méng,,10,,鄳,,m,eng,2
6999,𪨶,shē,,10,,輋,,sh,e,1
7004,𬬸,shù,,10,,鉥,,sh,u,4
7006,𬬻,lú,,10,,鑪,,l,u,2
7007,𬬹,shén,,10,,鉮,,sh,en,2
7008,𬬿,zhāo,,10,,鉊,,zh,ao,1
7009,𬭁,mǔ,,10,,鉧,,m,u,3
7019,𫢸,dàn,,10,,僤,,d,an,4
7039,𫗧,sù,,10,,餗,,s,u,4
7053,𬊈,xún,,10,,燖,,x,un,2
7070,𬒈,què,,10,,礐,,q,ue,4
7084,𨺙,nì,,10,,,,n,i,4
7088,㛚,tǒng,,10,,㛚,,t,ong,3
7093,𬳿,tú,,10,,駼,,t,u,2
7094,𫄨,chī,,10,,絺,,ch,i,1
7097,𬘫,huán,,10,,綄,,h,uan,2
7098,䂮,lüè,石,11,,,,l,üe,4
7114,𫮃,shàn,,11,,墠,,sh,an,4
7118,㙍,duō,,11,,㙍,,d,uo,1
7124,䓫,qí,艹,11,,䓫,ADSK,q,i,2
7126,䓬,zhuō,,11,,䓬,,zh,uo,1
7132,䓨,yīng,艹,11,,罃,APRM,y,ing,1
7134,䓛,"fǔ,gǔ,qū",艹,11,,䓛,ANBM,f,u,3
7146,鿎,tǎ,,11,,䃮,,t,a,3
7152,䴕,liè,鸟,11,,鴷,GQJG,l,ie,4
7158,㫰,làng,,11,,㫰,,l,ang,4
7161,𬱖,dí,,11,,頔,,d,i,2
7166,𬟽,dōng,,11,,蝀,,d,ong,1
7169,䎃,rǎn,,11,,,,r,an,3
7177,𫓯,jī,,11,,銈,,j,i,1
7178,𫟹,hóng,,11,,鉷,,h,ong,2
7180,𫟼,dá,,12,,鐽,,d,a,2
7198,㿠,huàng,,11,,㿠,,h,uang,4
7209,䝙,chū,,11,,貙,,ch,u,1
7242,㥄,líng,,11,,,,l,ing,2
7249,𬤇,yīn,,11,,諲,,y,in,1
7250,𫍯,xián,,11,,諴,,x,ian,2
7254,𬤊,shì,,11,,諟,,sh,i,4
7255,𫍲,xiǎo,,11,,謏,,x,iao,3
7260,𬯎,tuí,,12,,隤,,t,ui,2
7273,𬘬,qiàn,,11,,綪,,q,ian,4
7274,𬘭,chēn,,11,,綝,,ch,en,1
7275,𬴂,fēi,,11,,騑,,f,ei,1
7276,𫘦,táo,,11,,騊,,t,ao,2
7278,𫟅,liáng,,11,,綡,,l,iang,2
7279,𬘯,zhǔn,,11,,綧,,zh,un,3
7281,𫘧,lù,,11,,騄,,l,u,4
7292,㙘,yāo,,12,,㙘,,y,ao,1
7299,𪣻,lóu,,12,,塿,,l,ou,2
7300,𡎚,piǎn,,12,,,,p,ian,3
7326,𬃊,zhì,,12,,櫍,,zh,i,4
7334,𬷕,bǔ,,12,,鵏,,b,u,3
7343,𫐐,ní,,12,,輗,,n,i,2
7347,𬹼,xiè,,12,,齘,,x,ie,4
7354,𧿹,mǔ,,12,,,,m,u,3
7361,𫶇,dié,,12,,嵽,,d,ie,2
7367,𫖮,yǐ,,12,,顗,,y,i,3
7373,鿏,mài,,12,,䥑,,m,ai,4
7375,𬭊,dù,,12,,𨧀,,d,u,4
7377,𨱇,qiú,,12,,銶,,q,iu,2
7378,𫓶,xuān,,12,,鋗,,x,uan,1
7382,𬭎,hóng,,12,,鋐,,h,ong,2
7399,𫖯,fǔ,,12,,頫,,f,u,3
7402,䐃,"jiǒng,jùn",月,12,,䐃,ELTY,j,iong,3
7405,𬱟,wěi,,12,,頠,,w,ei,3
7408,𫛭,kuáng,,12,,鵟,,k,uang,2
7410,㺄,yǔ,犭,12,,㺄,,y,u,3
7414,𫷷,xīn,,12,,廞,,x,in,1
7421,𬮱,yīn,,12,,闉,,y,in,1
7423,𬊤,chǎn,,12,,燀,,ch,an,3
7425,𣸣,fén,,12,,濆,,f,en,2
7431,㴔,jí,,12,,㴔,,j,i,2
7450,㛹,pián,,12,,,,p,ian,2
7456,𬴃,huō,,12,,騞,,h,uo,1
7457,𫘨,tí,,12,,騠,,t,i,2
7465,䴖,jīng,鸟,13,,鶄,GEQG,j,ing,1
7470,𤧛,dì,,13,,,,d,i,4
7503,𬪩,nóng,,13,,醲,,n,ong,2
7506,𬒔,gěng,,13,,,,g,eng,3
7508,䃅,dī,,13,,磾,,d,i,1
7513,𫐓,róu,,13,,輮,,r,ou,2
7516,䣘,táng,,14,,,,t,ang,2
7520,㬊,huǎn,日,13,,㬊,JEFC,h,uan,3
7529,𫓹,jī,,13,,錤,,j,i,1
7534,𬭚,chún,,13,,錞,,ch,un,2
7537,𬭛,bō,,13,,𨨏,,b,o,1
7540,䅟,cǎn,禾,13,,穇,TCDE,c,an,3
7541,𬕂,lǒng,,13,,篢,,l,ong,3
7560,䲟,yìn,鱼,16,,鮣,QGQB,y,in,4
7561,𬶋,jū,,13,,鮈,,j,u,1
7562,𬶍,tuó,,13,,鮀,,t,uo,2
7568,𦝼,lǘ,,13,,膢,,l,ü,2
7580,𫔶,niè,,13,,闑,,n,ie,4
7602,𫌀,jī,,13,,襀,,j,i,1
7610,𫖳,yūn,,13,,頵,,y,un,1
7617,𫘪,yuán,,13,,騵,,y,uan,2
7618,𫘬,xí,,13,,騱,,x,i,2
7622,𫞩,mén,,15,,璊,,m,en,2
7635,𡐓,kāng,,14,,,,k,ang,1
7638,𪤗,liào,,14,,,,l,iao,4
7650,𣗋,dǎng,,14,,欓,,d,ang,3
7654,𬸘,yǎn,,14,,鶠,,y,an,3
7660,䃎,zhà,,14,,䃎,,zh,a,4
7661,𬒗,lán,,14,,𥗽,,l,an,2
7667,𫚖,cǐ,,14,,鮆,,c,i,3
7668,䴗,jú,鸟,14,,鶪,HDQG,j,u,2
7672,㬎,xiǎn,日,14,,㬎,JXXO,x,ian,3
7678,𨱏,dā,,15,,鎝,,d,a,1
7682,𬭤,hóu,,14,,鍭,,h,ou,2
7698,㙦,xié,,14,,㙦,,x,ie,2
7701,𫚕,shī,,14,,鰤,,sh,i,1
7706,𬶐,zhào,,14,,鮡,,zh,ao,4
7707,𬶏,wéi,,14,,鮠,,w,ei,2
7712,𬸚,yuè,,14,,鸑,,y,ue,4
7736,㮾,lǎng,木,10,,㮾,YVCS,l,ang,3
7737,𬤝,huì,,14,,譓,,h,ui,4
7746,𬙂,yǎn,,14,,縯,,y,an,3
7747,㻬,tū,,15,,,,t,u,1
7772,䗖,dì,,15,,螮,,d,i,4
7782,㠇,jiù,,15,,,,j,iu,4
7789,𬭩,wēng,,15,,鎓,,w,eng,1
7795,䴘,tī,鸟,15,,鷉,RHAG,t,i,1
7799,𩾃,miǎn,,15,,鮸,,m,ian,3
7815,㵐,jué,,15,,㵐,,j,ue,2
7824,𬸣,xiān,,15,,鶱,,x,ian,1
7828,𫍽,xuān,,15,,譞,,x,uan,1
7831,𬴊,lín,,15,,驎,,l,in,2
7841,𬞟,pín,,16,,蘋,,p,in,2
7851,𥕢,cáo,,16,,,,c,ao,2
7854,𫟦,suì,,17,,䡵,,s,ui,4
7855,𬺈,yǐ,,16,,齮,,y,i,3
7856,𫠜,ní,,16,,齯,,n,i,2
7862,㬚,chè,,16,,,,ch,e,4
7865,䗛,xiū,,16,,䗛,,x,iu,1
3993,饴,yí,饣,8,土,飴,QNCK,y,i,2
6475,饔,yōng,飠,22,土,饔,YXTE,y,ong,1
6476,鬻,yù,鬲,22,木,鬻,XOXH,y,u,4
6477,鬟,huán,髟,23,水,鬟,DELE,h,uan,2
6478,趱,zǎn,走,23,金,趲,FHTM,z,an,3
6479,攫,jué,扌,23,火,攫,RHHC,j,ue,2
6480,攥,zuàn,扌,23,木,攥,RTHI,z,uan,4
6602,㑇,zhòu,亻,7,,㑇,WQVG,zh,ou,4
6599,觃,yàn,见,7,,覎,MQBD,y,an,4
6600,岙,ào,山,7,土,岙,TDMJ,,ao,4
6601,伾,pī,亻,7,水,伾,WGIG,p,i,1
6603,伭,"xián,xuán",亻,7,金,伭,WYXY,x,uan,2
6604,佖,bì,亻,7,,佖,WNTT,b,i,4
6724,泇,jiā,氵,8,,泇,ILKG,j,ia,1
6725,怊,chāo,忄,8,金,怊,,ch,ao,1
6726,峃,xué,山,8,,嶨,IPMJ,x,ue,2
6727,穸,xī,穴,8,金,穸,PWQU,x,i,1
6728,祋,duì,礻,8,火,祋,PYMC,sh,u,1
6729,祊,"bēng,fāng",礻,8,水,祊,PYYN,b,eng,1
6733,鸤,shī,鸟,8,,鳲,NQYG,sh,i,1
6734,弢,tāo,弓,8,火,弢,XBHC,t,ao,1
6735,弨,chāo,弓,8,金,弨,XVKG,ch,ao,1
6736,陑,ér,阝,8,,陑,BDMJ,,er,2
6865,䏡,shì,,9,,䏡,,sh,i,4
6850,钬,huǒ,钅,9,火,鈥,QOY,h,uo,3
6851,钭,"tǒu,dǒu",钅,9,金,鈄,QUFH,t,ou,3
6852,矧,shěn,矢,9,金,矧,TDXH,sh,en,3
6853,秬,jù,禾,9,,秬,TANG,j,u,4
6854,俫,lái,亻,9,,倈,WGOY,l,ai,2
6974,翃,hóng,羽,10,,翃,DCNG,h,ong,2
6975,郪,qī,阝,10,,郪,GVHB,q,i,1
6977,辀,zhōu,车,10,,輈,LTEY,zh,ou,1
6978,辁,quán,车,10,木,輇,LWGG,q,uan,2
6980,剕,fèi,刂,10,,剕,DJDJ,f,ei,4
6981,赀,zī,贝,10,火,貲,HXMU,z,i,1
6982,哢,lòng,口,10,,哢,KGAH,l,ong,4
6983,晅,xuǎn,日,10,,晅,JGJG,x,uan,1
7100,珸,wú,王,11,,珸,GGKG,w,u,2
7101,珵,chéng,王,11,,珵,GKGG,ch,eng,2
7102,琄,xuàn,王,11,,琄,GKEG,q,uan,3
7103,琈,"fú,fū",王,11,,琈,GEBG,f,u,2
7224,䴔,jiāo,鸟,11,,鵁,UQQG,j,iao,1
7223,痓,chì,疒,11,,痓,UGCF,ch,i,4
7225,竫,jìng,立,11,,竫,UQVH,j,ing,4
7226,堃,kūn,土,11,,堃,YYFF,k,un,1
7227,阌,wén,门,11,水,閿,UEPC,w,en,2
7228,羝,dī,羊,11,火,羝,UDQY,d,i,1
7229,羕,yàng,羊,11,,羕,UGYI,y,ang,4
7230,焆,"juān,yè",火,11,,焆,OKEG,j,ue,2
7231,烺,lǎng,火,11,,烺,OYVE,l,ang,3
7232,焌,"jùn,qū",火,11,,焌,OCWT,q,u,1
7348,黹,zhǐ,黹,12,金,黹,OGUI,zh,i,3
7349,牚,"chēng,chèng",牙,12,金,牚,IPKT,ch,eng,4
7350,睎,xī,目,12,,睎,HQDH,x,i,1
7351,晫,zhuó,日,12,,晫,JHJH,zh,uo,1
7352,晪,tiǎn,日,12,,晪,JMAW,t,ian,3
7353,晱,shǎn,日,12,,晱,JOOY,sh,an,3
7355,蛑,móu,虫,12,水,蛑,JCRH,m,ou,2
7356,畯,jùn,田,12,,畯,LCWT,j,un,4
7357,斝,jiǎ,斗,12,,斝,KKPF,j,ia,3
7473,嶅,"áo,ào",山,13,土,嶅,GQTM,,ao,2
7474,瑑,zhuàn,王,13,,瑑,GXEY,zh,uan,4
7475,遘,gòu,辶,13,木,遘,FJGP,g,ou,4
7476,髢,dí,髟,13,,髢,DEBB,t,i,4
7477,塥,gé,土,13,木,塥,FGKH,g,e,2
7478,堽,gāng,土,13,,堽,FLGH,g,ang,1
7479,赪,chēng,赤,13,金,赬,FOHM,ch,eng,1
7596,滘,jiào,氵,13,,滘,IPWK,j,iao,4
7597,滍,zhì,氵,13,,滍,IBHJ,zh,i,4
7598,愭,qí,忄,13,,愭,NFTJ,q,i,2
7599,慥,zào,忄,13,,慥,NTFP,z,ao,4
7600,慆,tāo,忄,13,火,慆,NEVG,t,ao,1
7601,塱,lǎng,土,13,,塱,YVCF,l,ang,3
7603,裼,"tì,xī",衤,13,火,裼,PUJR,t,i,4
7604,禋,yīn,礻,13,,禋,PYSF,y,in,1
7605,禔,"zhī,zhǐ,tí",礻,13,,禔,PYJH,t,i,2
7729,㽏,gàn,甘,14,,㽏,IWGF,g,an,4
7722,漹,yān,氵,14,,漹,IGHO,y,an,1
7723,漖,jiào,氵,14,,漖,IFTT,j,iao,4
7724,潆,yíng,氵,14,水,瀠,IAPI,y,ing,2
7725,漤,lǎn,氵,14,水,漤,ISSV,l,an,3
7845,橞,huì,木,16,,橞,SGJN,h,ui,4
7846,橑,liáo,木,16,,橑,SDUI,l,ao,3
7847,橦,"tóng,chuáng",木,16,,橦,SUJF,t,ong,2
7848,醑,xǔ,酉,16,-,醑,SGNE,x,u,3
7849,觱,bì,角,16,水,觱,DGKE,b,i,4
7850,磡,kàn,石,16,,磡,DADL,k,an,4
7852,磜,qì,石,16,,磜,DWFI,q,i,4
7853,豮,fén,豕,16,,豶,EFAM,f,en,2
7857,鹾,cuó,卤,16,金,鹺,HLQA,c,uo,2
7858,虤,yán,虍,16,,虤,HAMM,y,an,2
7859,暿,"xī,xǐ",日,16,,暿,JFKK,x,i,3
7972,襕,lán,衤,17,,襴,PUUI,l,an,2
7973,襚,suì,衤,17,,襚,PUUP,s,ui,4
7975,螱,wèi,虫,17,,螱,NFIJ,w,ei,4
7976,甓,pì,瓦,17,,甓,NKUN,p,i,4
7977,嬬,rú,女,17,,嬬,VFDJ,x,u,1
7978,嬥,tiǎo,女,17,,嬥,VNWY,t,iao,3
7981,瓀,ruǎn,王,18,,瓀,GFDJ,r,uan,3
8097,亹,"wěi,mén",亠,22,,亹,YWFG,w,ei,3
8098,籥,yuè,竹,23,,籥,,y,ue,4
8099,鼷,xī,鼠,23,金,鼷,VNUD,x,i,1
8101,玃,jué,犭,23,,玃,QTHC,q,u,2
8102,醾,mí,酉,24,,醾,SGYO,m,i,2
8103,齇,zhā,鼻,25,金,齇,THLG,zh,a,1
8104,觿,xī,角,25,,觿,QEMK,x,i,1
8105,蠼,qú,虫,26,木,蠼,JHHC,q,u,2
0068,刃,rèn,刀,3,金,刃,VYI,r,en,4
0069,飞,fēi,飞,3,水,飛,NUI,f,ei,1
0070,习,xí,乛,3,水,習,NUD,x,i,2
0071,叉,"chā,chà,chǎ,chá",又,3,金,叉,CYI,ch,a,1
0072,马,mǎ,马,3,水,馬,CNNG,m,a,3
0073,乡,xiāng,乛,3,水,鄉,XTE,x,iang,1
0074,丰,fēng,一,4,火,豐,DHK,f,eng,1
0075,王,"wáng,wàng",王,4,土,王,GGGG,w,ang,2
0076,开,kāi,一,4,木,開,GAK,k,ai,1
0077,井,jǐng,一,4,火,井,FJK,j,ing,3
0078,天,tiān,一,4,火,天,GDI,t,ian,1
0079,夫,"fū,fú",一,4,水,夫,FWI,f,u,1
0080,元,yuán,一,4,木,元,FQB,y,uan,2
0081,无,"wú,mó",一、无,4,水,無,FQV,w,u,2
0082,云,yún,一,4,水,雲,FCU,y,un,2
0083,专,zhuān,一,4,金,專,FNYI,zh,uan,1
0084,丐,gài,一,4,木,丐,GHNV,g,ai,4
0085,扎,"zhā,zā,zhá",扌,4,金,扎,RNN,zh,a,1
0086,艺,yì,艹,4,木,藝,ANB,y,i,4
0087,木,mù,木,4,木,木,SSSS,m,u,4
0088,五,wǔ,一,4,木,五,,w,u,3
0089,支,zhī,支,4,火,支,FCU,zh,i,1
0090,厅,tīng,厂,4,火,廳,DSK,t,ing,1
0091,不,"bù,fǒu",一,4,水,不,GII,b,u,4
0092,犬,quǎn,犬,4,木,犬,DGTY,q,uan,3
0093,太,tài,大,4,火,太,DYI,t,ai,4
0094,区,"qū,ōu",匚,4,木,區,AQI,q,u,1
0095,历,lì,厂,4,火,歷、曆,DLV,l,i,4
0096,歹,dǎi,歹,4,水,歹,GQI,d,ai,3
0097,友,yǒu,又,4,土,友,DCU,y,ou,3
0098,尤,yóu,尢,4,土,尤,DNV,y,ou,2
0099,匹,pǐ,匚,4,水,匹,AQV,p,i,3
0100,车,"chē,jū",车,4,金,車,LGNH,ch,e,1
0101,巨,jù,匚,4,木,巨,AND,j,u,4
0102,牙,yá,牙,4,木,牙,AHTE,y,a,2
0103,屯,"tún,zhūn",一,4,火,屯,GBNV,t,un,2
0104,戈,gē,戈,4,金,戈,AGNT,g,e,1
0105,比,bǐ,比,4,水,比,XXN,b,i,3
0106,互,hù,一,4,水,互,GXGD,h,u,4
0107,切,"qiē,qiè",刀,4,土,切,AVN,q,ie,4
0108,瓦,"wǎ,wà",瓦,4,土,瓦,GNYN,w,a,3
0109,止,zhǐ,止,4,火,止,HHHG,zh,i,3
0110,少,"shǎo,shào",小,4,金,少,ITR,sh,ao,3
0111,曰,yuē,曰,4,土,曰,JHNG,y,ue,1
0112,日,rì,日,4,火,日,JJJJ,r,i,4
0113,中,"zhōng,zhòng",丨,4,火,中,KHK,zh,ong,1
0114,贝,bèi,贝,4,水,貝,MHNY,b,ei,4
0115,冈,gāng,冂,4,水,岡,MQI,g,ang,1
0116,内,"nèi,nà",丨、冂,4,火,内,MWI,n,ei,4
0117,水,shuǐ,水,4,水,水,IIII,sh,ui,3
0119,午,wǔ,丿、十,4,火,午,TFJ,w,u,3
0120,牛,niú,牛,4,木,牛,RHK,n,iu,2
0121,手,shǒu,手,4,金,手,RTGH,sh,ou,3
0122,气,qì,气,4,木,氣,RNB,q,i,4
0123,毛,máo,毛,4,水,毛,TFNV,m,ao,2
0124,壬,rén,丿,4,水,壬,TFD,r,en,2
0125,升,shēng,丿,4,金,升,TAK,sh,eng,1
0126,夭,yāo,丿,4,土,夭,TDI,y,ao,1
0127,长,"cháng,zhǎng",长,4,火,長,TAYI,zh,ang,3
0001,一,yī,一,1,土,一,GGLL,y,i,1
0002,乙,yǐ,乛,1,木,乙,NNLL,y,i,3
0003,二,èr,二,2,火,二,FGG,,er,4
0004,十,shí,十,2,金,十,FGH,sh,i,2
0005,丁,"dīng,zhēng",一,2,火,丁,SGH,d,ing,1
0006,厂,"chǎng,ān",厂,2,金,廠,DGT,ch,ang,3
0007,七,qī,一,2,金,七,AGN,q,i,1
0008,卜,"bǔ,bo,pú",卜,2,水,蔔,HHY,b,u,3
0009,八,bā,八,2,水,八,WTY,b,a,1
0010,人,rén,人,2,金,人,WWWW,r,en,2
0011,入,rù,入,2,金,入,TYI,r,u,4
0012,儿,ér,儿,2,金,兒,QTN,,er,2
0013,匕,bǐ,匕,2,金,匕,XTN,b,i,3
0014,几,"jǐ,jī",几,2,木,幾,MTN,j,i,3
0015,九,jiǔ,丿,2,木,九,VTN,j,iu,3
0016,刁,diāo,乛,2,火,刁,NGD,d,iao,1
0017,了,"le,liǎo",乛,2,火,瞭,BNH,l,e,5
0018,刀,dāo,刀,2,金,刀,VNT,d,ao,1
0019,力,lì,力,2,火,力,LTN,l,i,4
0020,乃,nǎi,乛,2,火,乃,ETN,n,ai,3
0021,又,yòu,又,2,土,又,CCCC,y,ou,4
0022,三,sān,一,3,金,三,DGGG,s,an,1
0023,干,"gàn,gān",干,3,木,乾、幹,FGGH,g,an,1
0024,于,yú,一,3,土,于,,y,u,2
0025,亏,kuī,一,3,木,虧,FNV,k,ui,1
0026,工,gōng,工,3,木,工,AAAA,g,ong,1
0027,土,tǔ,土,3,土,土,FFFF,t,u,3
0028,士,shì,士,3,金,士,FGHG,sh,i,4
0029,才,cái,一,3,金,纔,FTE,c,ai,2
0030,下,xià,一,3,水,下,GHI,x,ia,4
0031,寸,cùn,寸,3,金,寸,FGHY,c,un,4
0032,大,"dà,dài",大,3,火,大,DDDD,d,a,4
0033,丈,zhàng,一,3,火,丈,DYI,zh,ang,4
0034,与,"yǔ,yù,yú",一,3,土,與,GNGD,y,u,3
0035,万,"wàn,mò",一,3,水,萬,DNV,w,an,4
0036,上,"shàng,shǎng,shang",⺊,3,金,上,HHGG,sh,ang,4
0037,小,xiǎo,小,3,金,小,IHTY,x,iao,3
0038,口,kǒu,口,3,木,口,KKKK,k,ou,3
0039,山,shān,山,3,土,山,MMMM,sh,an,1
0040,巾,jīn,巾,3,木,巾,MHK,j,in,1
0041,千,qiān,丿,3,金,韆,TFK,q,ian,1
0042,乞,qǐ,乛,3,木,乞,TNB,q,i,3
0043,川,chuān,丿,3,金,川,KTHH,ch,uan,1
0044,亿,yì,亻,3,土,億,WNN,y,i,4
0045,个,"gè,gě",人,3,土,個,WHJ,g,e,4
0046,夕,xī,夕,3,金,夕,QTNY,x,i,1
0047,久,jiǔ,丿,3,木,久,QYI,j,iu,3
0048,么,"me,mó,yāo,ma",丿,3,水,麽,TCU,m,e,5
0049,勺,sháo,勹,3,火,勺,QYI,sh,ao,2
0050,凡,fán,几,3,水,凡,MYI,f,an,2
0051,丸,wán,丿,3,土,丸,VYI,w,an,2
0052,及,jí,丿,3,木,及,EYI,j,i,2
