num,word,pinyin,radical,stroke_count,wuxing,traditional,wubi,pinyin_initial,pinyin_final,tone
3619,舛,chuǎn,夕,6,金,舛,QAHH,ch,uan,3
3620,凫,fú,几,6,水,鳧,QYNM,f,u,2
3621,邬,wū,阝,6,土,鄔,QNGB,w,u,1
3622,饧,"táng,xíng",饣,6,火,餳,QNNR,x,ing,2
3623,汕,shàn,氵,6,水,汕,IMH,sh,an,4
3624,汔,qì,氵,6,水,汔,ITNN,q,i,4
3625,汐,xī,氵,6,水,汐,IQY,x,i,1
3626,汲,jí,氵,6,水,汲,IEYY,j,i,2
3627,汜,sì,氵,6,水,汜,INN,s,i,4
3628,汊,chà,氵,6,水,汊,ICYY,ch,a,4
3629,忖,cǔn,忄,6,金,忖,NFY,c,un,3
3630,忏,chàn,忄,6,金,懺,NTFH,ch,an,4
3631,讴,ōu,讠,6,土,謳,YAQY,,ou,1
3632,讵,jù,讠,6,木,詎,YANG,j,u,4
3633,祁,qí,礻,6,木,祁,PYBH,q,i,2
3634,讷,nè,讠,6,火,訥,YMWY,n,e,4
3635,聿,yù,聿,6,木,聿,VFHK,y,u,4
3636,艮,"gèn,gěn",艮,6,土,艮,VEI,g,en,4
3637,厾,dū,乛,6,,厾,NFCI,d,u,1
3638,阱,jǐng,阝,6,木,阱,BFJH,j,ing,3
3639,阮,ruǎn,阝,6,木,阮,BFQN,r,uan,3
3640,阪,bǎn,阝,6,水,阪,BRCY,b,an,3
3641,丞,chéng,一,6,金,丞,BIGF,ch,eng,2
3642,妁,shuò,女,6,金,妁,VQYY,sh,uo,4
3643,牟,"mù,móu",牛,6,水,牟,CRHJ,m,ou,2
3644,纡,yū,纟,6,土,紆,XGFH,y,u,1
3645,纣,zhòu,纟,6,火,紂,XFY,zh,ou,4
3646,纥,"hé,gē",纟,6,木,紇,XTNN,h,e,2
3647,纨,wán,纟,6,火,紈,XVYY,w,an,2
3648,玕,gān,王,7,,玕,GFH,g,an,1
3649,玙,yú,王,7,土,璵,GGNG,y,u,2
3650,抟,tuán,扌,7,火,摶,RFNY,t,uan,2
3651,抔,póu,扌,7,,抔,RGIY,p,ou,2
3652,圻,"qí,yín",土,7,土,圻,FRH,q,i,2
3653,坂,bǎn,土,7,土,坂,FRCY,b,an,3
3654,坍,tān,土,7,土,坍,FMYG,t,an,1
3655,坞,wù,土,7,土,塢,FQNG,w,u,4
3656,抃,biàn,扌,7,水,抃,RYHY,b,ian,4
3657,抉,jué,扌,7,火,抉,RNWY,j,ue,2
3659,芫,"yuán,yán",艹,7,木,芫,AFQB,y,an,2
3660,邯,hán,阝,7,水,邯,AFBH,h,an,2
3661,芸,yún,艹,7,木,蕓,AFCU,y,un,2
3662,芾,"fèi,fú",艹,7,,芾,AGMH,f,ei,4
3663,苈,lì,艹,7,木,藶,ADLB,l,i,4
3664,苣,"jù,qǔ",艹,7,木,苣,AANF,j,u,4
3665,芷,zhǐ,艹,7,木,芷,AHF,zh,i,3
3666,芮,ruì,艹,7,火,芮,AMWU,r,ui,4
3667,苋,xiàn,艹,7,木,莧,AMQB,x,ian,4
3668,芼,"mào,máo",艹,7,,芼,ATFN,m,ao,4
3669,苌,cháng,艹,7,木,萇,ATAY,ch,ang,2
3670,苁,cōng,艹,7,木,蓯,AWWU,c,ong,1
3671,芩,qín,艹,7,木,芩,AWYN,q,in,2
3672,芪,qí,艹,7,木,芪,AQAB,q,i,2
3673,芡,qiàn,艹,7,木,芡,AQWU,q,ian,4
3674,芟,shān,艹,7,木,芟,AMCU,sh,an,1
3675,苄,biàn,艹,7,木,苄,AYHU,b,ian,4
3676,苎,zhù,艹,7,木,苧,APGF,zh,u,4
3677,苡,yǐ,艹,7,木,苡,ANYW,y,i,3
3678,杌,wù,木,7,木,杌,SGQN,w,u,4
3679,杓,"sháo,biāo",木,7,木,杓,SQYY,sh,ao,2
3680,杞,qǐ,木,7,木,杞,SNN,q,i,3
3681,杈,"chā,chà",木,7,木,杈,SCYY,ch,a,1
3682,忑,tè,心,7,火,忑,,t,e,4
3683,孛,"bèi,bó",子,7,水,孛,FPBF,b,ei,4
3684,邴,bǐng,阝,7,水,邴,GMWB,b,ing,3
3685,邳,pī,阝,7,水,邳,GIGB,p,i,1
3686,矶,jī,石,7,土,磯,DMN,j,i,1
3687,奁,lián,大,7,火,奩,DAQU,l,ian,2
3688,豕,shǐ,豕,7,,豕,EGTY,sh,i,3
3689,忒,"tè,tēi,tuī",心,7,金,忒,ANI,t,e,4
3690,欤,yú,欠,7,土,歟,GNGW,y,u,2
3691,轫,rèn,车,7,金,軔,LVYY,r,en,4
3692,迓,yà,辶,7,土,迓,AHTP,y,a,4
3693,邶,bèi,阝,7,水,邶,UXBH,b,ei,4
3694,忐,tǎn,心,7,火,忐,HNU,t,an,3
3695,卣,yǒu,卜,7,土,卣,HLNF,y,ou,3
3696,邺,yè,阝,7,土,鄴,OGBH,y,e,4
3697,旰,"gàn,hàn",日,7,火,旰,JFH,g,an,4
3698,呋,fū,口,7,水,呋,KFWY,f,u,1
3700,呓,yì,口,7,土,囈,KANN,y,i,4
3701,呔,"dāi,tǎi",口,7,火,呔,KDYY,d,ai,1
3702,呖,lì,口,7,火,嚦,KDLN,l,i,4
3703,呃,"è,e",口,7,木,呃,KDBN,,e,4
3704,旸,yáng,日,7,火,暘,JNRT,y,ang,2
3705,吡,"bǐ,pǐ",口,7,水,吡,KXXN,b,i,3
3706,町,"tǐng,dīng",田,7,火,町,LSH,d,ing,1
3707,虬,qiú,虫,7,木,虬,JNN,q,iu,2
3708,呗,"bài,bei",口,7,水,唄,KMY,b,ei,5
3709,吽,"ōu,hōng,hǒu",口,7,,吽,KRHH,,ou,2
3710,吣,qìn,口,7,金,吣,KNY,q,in,4
3711,吲,"yǐn,shěn",口,7,土,吲,KXHH,y,in,3
3712,帏,wéi,巾,7,土,幃,MHFH,w,ei,2
3713,岐,qí,山,7,土,岐,MFCY,q,i,2
3714,岈,yá,山,7,土,岈,MAHT,y,a,2
3715,岘,xiàn,山,7,土,峴,MMQN,x,ian,4
3716,岑,cén,山,7,木,岑,MWYN,c,en,2
3717,岚,lán,山,7,土,嵐,MMQU,l,an,2
3718,兕,sì,儿,7,金,兕,MMGQ,s,i,4
3719,囵,lún,囗,7,火,圇,LWXV,l,un,2
3720,囫,hú,囗,7,水,囫,LQRE,h,u,2
3721,钊,zhāo,钅,7,金,釗,QJH,zh,ao,1
3722,钋,pō,钅,7,金,釙,QHY,p,o,1
3723,钌,"liào,liǎo",钅,7,金,釕,QBH,l,iao,3
3724,迕,wǔ,辶,7,土,迕,TFPK,w,u,3
3725,氙,xiān,气,7,土,氙,RNMJ,x,ian,1
3726,氚,chuān,气,7,金,氚,RNKJ,ch,uan,1
3727,牤,māng,牜,7,,牤,TRYN,m,ang,2
3728,佞,nìng,亻,7,火,佞,WFVG,n,ing,4
3729,邱,qiū,阝,7,木,邱,RGBH,q,iu,1
3730,攸,yōu,攵,7,土,攸,WHTY,y,ou,1
3731,佚,"yì,dié",亻,7,土,佚,WRWY,y,i,4
3732,佝,gōu,亻,7,水,佝,WQKG,g,ou,1
3733,佟,tóng,亻,7,火,佟,WTUY,t,ong,2
3734,佗,tuó,亻,7,火,佗,WPXN,t,uo,2
3735,伽,"jiā,qié,gā",亻,7,木,伽,WLKG,j,ia,1
3736,彷,"páng,fǎng",彳,7,水,彷,TYN,p,ang,2
3737,佘,shé,人,7,金,佘,WFIU,sh,e,2
3738,佥,qiān,人,7,木,僉,WGIF,q,ian,1
3739,孚,fú,子,7,水,孚,EBF,f,u,2
3740,豸,"zhì,zhài",豸,7,火,豸,EER,zh,i,4
3741,坌,bèn,土,7,土,坌,WVFF,b,en,4
3742,肟,wò,月,7,火,肟,EFNN,w,o,4
3743,邸,dǐ,阝,7,火,邸,QAYB,d,i,3
3744,奂,huàn,大,7,水,奂,QMDU,h,uan,4
3745,劬,qú,力,7,木,劬,QKLN,q,u,2
3746,狄,dí,犭,7,火,狄,QTOY,d,i,2
3747,狁,yǔn,犭,7,土,狁,QTCQ,y,un,3
3748,鸠,jiū,鸟,7,水,鳩,VQYG,j,iu,1
3749,邹,zōu,阝,7,金,鄒,QVBH,z,ou,1
3750,饨,tún,饣,7,火,飩,QNGN,t,un,5
3751,饩,xì,饣,7,金,餼,QNRN,x,i,4
3752,饪,rèn,饣,7,金,飪,QNTF,r,en,4
3753,饫,yù,饣,7,木,飫,QNTD,y,u,4
3754,饬,chì,饣,7,金,飭,QNTL,ch,i,4
3755,亨,"hēng,pēng",亠,7,水,亨,YBJ,h,eng,1
3756,庑,wǔ,广,7,土,廡,YFQV,w,u,3
3757,庋,guǐ,广,7,木,庋,YFCI,g,ui,3
3758,疔,dīng,疒,7,火,疔,USK,d,ing,1
3759,疖,jiē,疒,7,木,癤,UBK,j,ie,1
3760,肓,huāng,月,7,木,肓,YNEF,h,uang,1
3761,闱,wéi,门,7,土,闈,UFNH,w,ei,2
3762,闳,hóng,门,7,木,閎,UDCI,h,ong,2
3763,闵,mǐn,门,7,水,閔,UYI,m,in,3
3764,羌,qiāng,⺶,7,木,羌,UDNB,q,iang,1
3765,炀,yáng,火,7,火,煬,ONRT,y,ang,2
3766,沣,fēng,氵,7,水,灃,IDHH,f,eng,1
3767,沅,yuán,氵,7,水,沅,IFQN,y,uan,2
3768,沔,miǎn,氵,7,水,沔,IGHN,m,ian,3
3769,沤,"ōu,òu",氵,7,水,漚,IAQY,,ou,4
3770,沌,"dùn,zhuàn",氵,7,水,沌,IGBN,d,un,4
3771,沏,qī,氵,7,水,沏,IAVN,q,i,1
3772,沚,zhǐ,氵,7,水,沚,IHG,zh,i,3
3773,汩,gǔ,氵,7,水,汩,IJG,g,u,3
3774,汨,mì,氵,7,水,汨,IJG,m,i,4
3775,沂,yí,氵,7,水,沂,IRH,y,i,2
3776,汾,fén,氵,7,水,汾,IWVN,f,en,2
3777,沨,fēng,氵,7,水,渢,IMQY,f,eng,1
3778,汴,biàn,氵,7,水,汴,IYHY,b,ian,4
3779,汶,"wèn,mén",氵,7,水,汶,IYY,w,en,4
3780,沆,hàng,氵,7,水,沆,IYMN,h,ang,4
3781,沩,wéi,氵,7,水,潙,IYLY,w,ei,2
3782,泐,lè,氵,7,水,泐,IBLN,l,e,4
3783,怃,wǔ,忄,7,土,憮,NFQN,w,u,3
3784,怄,òu,忄,7,土,慪,NAQY,,ou,4
3785,忡,chōng,忄,7,金,忡,NKHH,ch,ong,1
3786,忤,wǔ,忄,7,土,忤,NTFH,w,u,3
3787,忾,"kài,xì",忄,7,木,愾,NRNN,k,ai,4
3788,怅,chàng,忄,7,金,悵,NTAY,ch,ang,4
3789,忻,xīn,忄,7,水,忻,NRH,x,in,1
3790,忪,"sōng,zhōng",忄,7,金,忪,NWCY,zh,ong,1
3791,怆,chuàng,忄,7,金,愴,NWBN,ch,uang,4
3792,忭,biàn,忄,7,水,忭,NYHY,b,ian,4
3793,忸,niǔ,忄,7,水,忸,NNFG,n,iu,3
3794,诂,gǔ,讠,7,木,詁,YDG,g,u,3
3795,诃,hē,讠,7,水,訶,YSKG,h,e,1
3796,诅,zǔ,讠,7,金,詛,YEGG,z,u,3
3797,诋,dǐ,讠,7,火,詆,YQAY,d,i,3
3798,诌,zhōu,讠,7,金,謅,YQVG,zh,ou,1
3799,诏,zhào,讠,7,金,詔,YVKG,zh,ao,4
3800,诒,"yí,dài",讠,7,土,詒,YCKG,y,i,2
3801,孜,zī,子,7,金,孜,BTY,z,i,1
3802,陇,lǒng,阝,7,火,隴,BDXN,l,ong,3
3803,陀,tuó,阝,7,火,陀,BPXN,t,uo,2
3804,陂,"bēi,pō,pí",阝,7,水,陂,BHCY,p,o,1
3805,陉,xíng,阝,7,金,陘,BCAG,x,ing,2
3806,妍,yán,女,7,水,妍,VGAH,y,an,2
3807,妩,wǔ,女,7,木,嫵,VFQN,w,u,3
3808,妪,yù,女,7,木,嫗,VAQY,y,u,4
3809,妣,bǐ,女,7,水,妣,VXXN,b,i,3
3810,妊,rèn,女,7,金,妊,VTFG,r,en,4
3811,妗,jìn,女,7,木,妗,VWYN,j,in,4
3812,妫,guī,女,7,木,嬀,VYLY,g,ui,1
3813,妞,niū,女,7,水,妞,VNFG,n,iu,1
3814,姒,sì,女,7,金,姒,VNYW,s,i,4
3815,妤,yú,女,7,水,妤,VCBH,y,u,2
3816,邵,shào,阝,7,金,邵,VKBH,sh,ao,4
3817,劭,shào,力,7,金,劭,VKLN,sh,ao,4
3818,刭,jǐng,刂,7,金,剄,CAJH,j,ing,3
3819,甬,yǒng,用,7,土,甬,CEJ,y,ong,3
3820,邰,tái,阝,7,火,邰,CKBH,t,ai,2
3821,纭,yún,纟,7,木,紜,XFCY,y,un,2
3822,纰,"pī,pí,bǐ",纟,7,,紕,XXXN,p,i,1
3823,纴,rèn,纟,7,,紝,XTFG,r,en,4
3824,纶,"lún,guān",纟,7,火,綸,XWXN,l,un,2
3825,纾,shū,纟,7,金,紓,XCBH,sh,u,1
3826,玮,wěi,王,8,土,瑋,GFNH,w,ei,3
3827,玡,yá,王,8,,玡,GAHT,y,a,2
3828,玭,pín,王,8,,玭,GXXN,p,i,2
3829,玠,jiè,王,8,,玠,GWJH,j,ie,4
3830,玢,"bīn,fēn",王,8,水,玢,GWVN,b,in,1
3831,玥,yuè,王,8,土,玥,GEG,y,ue,4
3832,玦,jué,王,8,火,玦,GNWY,j,ue,2
3833,盂,yú,皿,8,土,盂,GFLF,y,u,2
3834,忝,tiǎn,一,8,火,忝,GDNU,t,ian,3
3835,匦,guǐ,匚,8,木,匭,ALVV,g,ui,3
3836,坩,gān,土,8,土,坩,FAFG,g,an,1
3837,抨,pēng,扌,8,水,抨,RGUH,p,eng,1
3838,拤,qiá,扌,8,,拤,RHHY,q,ia,2
3839,坫,diàn,土,8,土,坫,FHKG,d,ian,4
3840,拈,niān,扌,8,木,拈,RHKG,n,ian,1
3841,垆,lú,土,8,土,壚,FHNT,l,u,2
3842,抻,chēn,扌,8,金,抻,RJHH,ch,en,1
3843,劼,jié,力,8,,劼,FKLN,j,ie,2
3844,拃,zhǎ,扌,8,,拃,RTHF,zh,a,3
3845,拊,fǔ,扌,8,水,拊,RWFY,f,u,3
3846,坼,chè,土,8,火,坼,FRYY,ch,e,4
3847,坻,"dǐ,chí",土,8,土,坻,FQAY,ch,i,2
3849,坨,tuó,土,8,土,坨,FPXN,t,uo,2
3850,坭,ní,土,8,土,坭,FNXN,n,i,2
3851,抿,mǐn,扌,8,水,抿,RNAN,m,in,3
3852,坳,ào,土,8,土,坳,FXLN,,ao,4
3853,耶,"yē,yé",耳,8,土,耶,BBH,y,e,1
3854,苷,gān,艹,8,木,苷,AAFF,g,an,1
3855,苯,běn,艹,8,木,苯,ASGF,b,en,3
3856,苤,piě,艹,8,木,苤,AGIG,p,ie,3
3857,茏,lóng,艹,8,木,蘢,ADXB,l,ong,2
3858,苫,"shān,shàn",艹,8,木,苫,AHKF,sh,an,1
3859,苜,mù,艹,8,木,苜,AHF,m,u,4
3860,苴,"jū,chá",艹,8,木,苴,AEGF,j,u,1
3861,苒,rǎn,艹,8,木,苒,AMFF,r,an,3
3862,苘,qǐng,艹,8,木,苘,AMKF,q,ing,3
3863,茌,chí,艹,8,木,茌,AWFF,ch,i,2
3864,苻,fú,艹,8,木,苻,AWFU,f,u,2
3865,苓,líng,艹,8,木,苓,AWYC,l,ing,2
3866,茚,yìn,艹,8,木,茚,AQGB,y,in,4
3867,茆,máo,艹,8,木,茆,AQTB,m,ao,2
3868,茑,niǎo,艹,8,木,蔦,AQYG,n,iao,3
3869,茓,xué,艹,8,,茓,APWU,x,ue,2
3870,茔,yíng,艹,8,土,塋,APFF,y,ing,2
3871,茕,qióng,艹,8,木,煢,APNF,q,iong,2
3872,茀,fú,艹,8,,茀,AXJJ,f,u,2
3873,苕,"tiáo,sháo",艹,8,木,苕,AVKF,t,iao,2
3874,枥,lì,木,8,木,櫪,SDLN,l,i,4
3875,枇,pí,木,8,木,枇,SXXN,p,i,2
3876,杪,miǎo,木,8,木,杪,SITT,m,iao,3
3877,杳,yǎo,木,8,木,杳,SJF,y,ao,3
3878,枧,jiǎn,木,8,木,梘,SMQN,j,ian,3
3879,杵,chǔ,木,8,木,杵,STFH,ch,u,3
3880,枨,chéng,木,8,木,棖,STAY,ch,eng,2
3881,枞,"cōng,zōng",木,8,木,樅,SWWY,z,ong,1
3882,枋,"fāng,bìng",木,8,木,枋,SYN,f,ang,1
3883,杻,"niǔ,chǒu",木,8,木,杻,SNFG,ch,ou,3
3884,杷,pá,木,8,木,杷,SCN,p,a,2
3885,杼,zhù,木,8,木,杼,SCBH,zh,u,4
3886,矸,gān,石,8,土,矸,DFH,g,an,1
3887,砀,dàng,石,8,火,碭,DNRT,d,ang,4
3888,刳,kū,刂,8,金,刳,DFNJ,k,u,1
3889,奄,"yǎn,yān",大,8,土,奄,DJNB,y,an,3
3890,瓯,ōu,瓦,8,土,甌,AQGN,,ou,1
3891,殁,mò,歹,8,水,殁,GQMC,m,o,4
3892,郏,jiá,阝,8,木,郟,GUWB,j,ia,2
3893,轭,è,车,8,木,軛,LDBN,,e,4
3894,郅,zhì,阝,8,火,郅,GCFB,zh,i,4
3895,鸢,yuān,鸟,8,土,鳶,AQYG,y,uan,1
3896,盱,xū,目,8,土,盱,HGFH,x,u,1
3897,昊,hào,日,8,火,昊,JGDU,h,ao,4
3898,昙,tán,日,8,火,曇,JFCU,t,an,2
3899,杲,gǎo,木,8,木,杲,JSU,g,ao,3
3900,昃,zè,日,8,金,昃,JDWU,z,e,4
3901,咂,zā,口,8,水,咂,KAMH,z,a,1
3902,呸,pēi,口,8,水,呸,KGIG,p,ei,1
3903,昕,xīn,日,8,火,昕,JRH,x,in,1
3904,昀,yún,日,8,土,昀,JQUG,y,un,2
3905,旻,mín,日,8,火,旻,JYU,m,in,2
3906,昉,fǎng,日,8,火,昉,JYN,f,ang,3
3907,炅,"jiǒng,guì",火,8,火,炅,JOU,g,ui,4
3908,咔,"kǎ,kā",口,8,木,咔,KHHY,k,a,3
3909,畀,bì,田,8,水,畀,LGJJ,b,i,4
3910,虮,jǐ,虫,8,木,蟣,JMN,j,i,3
3911,咀,"zuǐ,jǔ",口,8,木,咀,KEGG,j,u,3
3912,呷,"xiā,gā",口,8,木,呷,KLH,x,ia,1
3913,黾,"miǎn,mǐn,měng",黾,8,水,黽,KJNB,m,in,3
3914,呱,"guā,gū,guǎ",口,8,木,呱,KRCY,g,ua,1
3915,呤,lìng,口,8,火,呤,KWYC,l,ing,4
3916,咚,dōng,口,8,火,咚,KTUY,d,ong,1
3917,咆,páo,口,8,水,咆,KQNN,p,ao,2
3918,咛,níng,口,8,火,嚀,KPSH,n,ing,2
3919,呶,náo,口,8,火,呶,KVCY,n,ao,2
3920,呣,"ḿ,m̀",口,8,,呣,KXGU,m,ou,2
3921,呦,yōu,口,8,土,呦,KXLN,y,ou,1
3922,咝,sī,口,8,金,噝,KXXG,s,i,1
3923,岢,kě,山,8,土,岢,MSKF,k,e,3
3924,岿,kuī,山,8,土,巋,MJVF,k,ui,1
3925,岬,jiǎ,山,8,土,岬,MLH,j,ia,3
3926,岫,xiù,山,8,土,岫,MMG,x,iu,4
3927,帙,zhì,巾,8,火,帙,MHRW,zh,i,4
3928,岣,gǒu,山,8,土,岣,MQKG,g,ou,3
3929,峁,mǎo,山,8,土,峁,MQTB,m,ao,3
3930,刿,guì,刂,8,金,劌,MQJH,g,ui,4
3931,迥,jiǒng,辶,8,木,迥,MKPD,j,iong,3
3932,岷,mín,山,8,土,岷,MNAN,m,in,2
3933,剀,kǎi,刂,8,金,剴,MNJH,k,ai,3
3934,帔,pèi,巾,8,水,帔,MHHC,p,ei,4
3935,峄,yì,山,8,土,嶧,MCFH,y,i,4
3936,沓,"tà,dá",水,8,火,沓,IJF,t,a,4
3937,囹,líng,囗,8,火,囹,LWYC,l,ing,2
3938,罔,wǎng,冂,8,火,罔,MUYN,w,ang,3
3939,钍,tǔ,钅,8,金,釷,QFG,t,u,3
3940,钎,qiān,钅,8,金,釺,QTFH,q,ian,1
3941,钏,chuàn,钅,8,金,釧,QKH,ch,uan,4
3942,钒,fán,钅,8,金,釩,QMYY,f,an,2
3943,钕,nǚ,钅,8,金,釹,QVG,n,ü,3
3944,钗,chāi,钅,8,金,釵,QCYY,ch,ai,1
3945,邾,zhū,阝,8,金,邾,RIBH,zh,u,1
3946,迮,zé,辶,8,金,迮,THFP,z,e,2
3947,牦,máo,牜,8,水,牦,TRTN,m,ao,2
3948,竺,"zhú,dǔ",竹,8,木,竺,TFF,zh,u,2
3949,迤,"yǐ,yí",辶,8,土,迤,TBPV,y,i,3
3950,佶,jí,亻,8,木,佶,WFKG,j,i,2
3951,佬,lǎo,亻,8,火,佬,WFTX,l,ao,3
3952,佰,bǎi,亻,8,火,佰,WDJG,b,ai,3
3953,侑,yòu,亻,8,土,侑,WDEG,y,ou,4
3954,侉,kuǎ,亻,8,木,侉,WDFN,k,ua,3
3955,臾,yú,丿,8,土,臾,VWI,y,u,2
3956,岱,dài,山,8,火,岱,WAMJ,d,ai,4
3957,侗,"dòng,tǒng,tóng",亻,8,火,侗,WMGK,d,ong,4
3958,侃,kǎn,亻,8,金,侃,WKQN,k,an,3
3959,侏,zhū,亻,8,金,侏,WRIY,zh,u,1
3960,侩,kuài,亻,8,木,儈,WWFC,k,uai,4
3961,佻,tiāo,亻,8,火,佻,WIQN,t,iao,1
3962,佾,yì,亻,8,土,佾,WWEG,y,i,4
3963,侪,chái,亻,8,金,儕,WYJH,ch,ai,2
3964,佼,jiǎo,亻,8,木,佼,WUQY,j,iao,3
3965,佯,yáng,亻,8,火,佯,WUDH,y,ang,2
3966,侬,nóng,亻,8,火,儂,WPEY,n,ong,2
3967,帛,bó,巾,8,水,帛,RMHJ,b,o,2
3968,阜,fù,阜,8,水,阜,WNNF,f,u,4
3969,侔,móu,亻,8,水,侔,WCRH,m,ou,2
3970,徂,cú,彳,8,火,徂,TEGG,c,u,2
3971,刽,guì,刂,8,金,劊,WFCJ,g,ui,4
3972,郄,"xì,qiè",阝,8,金,郄,QDCB,q,ie,4
3973,怂,sǒng,心,8,金,慫,WWNU,s,ong,3
3974,籴,dí,米,8,火,糴,TYOU,d,i,2
3975,瓮,wèng,瓦,8,土,瓮,WCGN,w,eng,4
3976,戗,"qiāng,qiàng",戈,8,金,戧,WBAT,q,iang,1
3977,肼,jǐng,月,8,木,肼,EFJH,j,ing,3
3979,肽,tài,月,8,火,肽,EDYY,t,ai,4
3980,肱,gōng,月,8,木,肱,EDCY,g,ong,1
3981,肫,"zhūn,chún",月,8,土,肫,EGBN,zh,un,1
3982,剁,duò,刂,8,火,剁,MSJH,d,uo,4
3983,迩,ěr,辶,8,火,邇,QIPI,,er,3
3984,郇,"huán,xún",阝,8,水,郇,QJBH,x,un,2
3985,狙,jū,犭,8,木,狙,QTEG,j,u,1
3986,狎,xiá,犭,8,木,狎,QTLH,x,ia,2
3987,狍,páo,犭,8,水,狍,QTQN,p,ao,2
3988,狒,fèi,犭,8,水,狒,QTXJ,f,ei,4
3989,咎,jiù,口,8,火,咎,THKF,j,iu,4
3990,炙,zhì,火,8,火,炙,QOU,zh,i,4
3991,枭,xiāo,木,8,木,梟,QYNS,x,iao,1
3992,饯,jiàn,饣,8,金,餞,QNGT,j,ian,4
3994,冽,liè,冫,8,火,冽,UGQJ,l,ie,4
3995,冼,xiǎn,冫,8,水,冼,UTFQ,x,ian,3
3996,庖,páo,广,8,水,庖,YQNV,p,ao,2
3997,疠,"lì,lài",疒,8,火,癘,UDNV,l,i,4
3998,疝,shàn,疒,8,金,疝,UMK,sh,an,4
3999,疡,yáng,疒,8,火,瘍,UNRE,y,ang,2
4000,兖,yǎn,亠,8,木,兖,UCQB,y,an,3
4001,妾,qiè,女,8,火,妾,UVF,q,ie,4
4002,劾,hé,力,8,水,劾,YNTL,h,e,2
4003,炜,wěi,火,8,火,煒,OFNH,w,ei,3
4005,炖,dùn,火,8,火,炖,OGBN,d,un,4
4006,炘,xīn,火,8,,炘,ORH,x,in,1
4007,炝,qiàng,火,8,火,熗,OWBN,q,iang,4
4008,炔,quē,火,8,火,炔,ONWY,g,ui,4
4009,泔,gān,氵,8,水,泔,IAFG,g,an,1
4010,沭,shù,氵,8,水,沭,ISYY,sh,u,4
4011,泷,"lóng,shuāng",氵,8,水,瀧,IDXN,l,ong,2
4012,泸,lú,氵,8,水,瀘,IHNT,l,u,2
4013,泱,yāng,氵,8,水,泱,IMDY,y,ang,1
4014,泅,qiú,氵,8,水,泅,ILWY,q,iu,2
4015,泗,sì,氵,8,水,泗,ILG,s,i,4
4016,泠,líng,氵,8,水,泠,IWYC,l,ing,2
4017,泺,"luò,pō",氵,8,水,濼,IQIY,l,uo,4
4018,泖,mǎo,氵,8,水,泖,IQTB,m,ao,3
4019,泫,xuàn,氵,8,水,泫,IYXY,x,uan,4
4020,泮,pàn,氵,8,水,泮,IUFH,p,an,4
4021,沱,tuó,氵,8,水,沱,IPXN,t,uo,2
4022,泯,mǐn,氵,8,水,泯,INAN,m,in,3
4023,泓,hóng,氵,8,水,泓,IXCY,h,ong,2
4024,泾,jīng,氵,8,水,涇,ICAG,j,ing,1
4025,怙,hù,忄,8,水,怙,NDG,h,u,4
4026,怵,chù,忄,8,金,怵,NSYY,ch,u,4
4027,怦,pēng,忄,8,水,怦,NGUH,p,eng,1
4028,怛,dá,忄,8,火,怛,NJGG,d,a,2
4029,怏,yàng,忄,8,土,怏,NMDY,y,ang,4
4030,怍,"zuò,zhà",忄,8,金,怍,NTHF,z,uo,4
4032,怩,ní,忄,8,木,怩,NNXN,n,i,2
4033,怫,fú,忄,8,水,怫,NXJH,f,u,2
4034,怿,yì,忄,8,土,懌,NCFH,y,i,4
4035,宕,"dàng,tàn",宀,8,火,宕,PDF,d,ang,4
4036,穹,qióng,穴,8,木,穹,PWXB,q,iong,2
4037,宓,"mì,fú",宀,8,水,宓,PNTR,m,i,4
4038,诓,kuāng,讠,8,木,誆,YAGG,k,uang,1
4039,诔,lěi,讠,8,火,誄,YDIY,l,ei,3
4040,诖,guà,讠,8,木,詿,YFFG,g,ua,4
4041,诘,"jié,jí",讠,8,木,詰,YFKG,j,ie,2
4042,戾,lì,户,8,火,戾,YNDI,l,i,4
4043,诙,huī,讠,8,火,詼,YDOY,h,ui,1
4044,戽,hù,户,8,火,戽,YNUF,h,u,4
4045,郓,yùn,阝,8,土,鄆,PLBH,y,un,4
4046,衩,"chà,chǎ",衤,8,土,衩,PUCY,ch,a,4
4047,祆,xiān,礻,8,金,祆,PYGD,x,ian,1
4048,祎,yī,礻,8,土,禕,PYFH,y,i,1
4049,祉,zhǐ,礻,8,火,祉,PYHG,zh,i,3
4050,祇,"qí,zhǐ",礻,8,,祇,PYQA,zh,i,3
4051,诛,zhū,讠,8,金,誅,YRIY,zh,u,1
4052,诜,shēn,讠,8,金,詵,YTFQ,sh,en,1
4053,诟,gòu,讠,8,木,詬,YRGK,g,ou,4
4054,诠,quán,讠,8,木,詮,YWGG,q,uan,2
4055,诣,yì,讠,8,土,詣,YXJG,y,i,4
4056,诤,zhèng,讠,8,火,諍,YQVH,zh,eng,4
4057,诧,chà,讠,8,金,詫,YPTA,ch,a,4
4058,诨,hùn,讠,8,水,諢,YPLH,h,un,4
4059,诩,xǔ,讠,8,土,詡,YNG,x,u,3
4060,戕,qiāng,戈,8,金,戕,NHDA,q,iang,1
4061,孢,bāo,子,8,水,孢,BQNN,b,ao,1
4062,亟,"jí,qì",一,8,木,亟,BKCG,j,i,2
4063,陔,gāi,阝,8,木,陔,BYNW,g,ai,1
4064,妲,dá,女,8,火,妲,VJGG,d,a,2
